PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,ID_CODE,AREA,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,WAVE,SUB_REG,INTSITE,MODE_F,MODE_FX,CATCH,CNTRBTRS,PARTY,FIRST,NUM_TYP4,NUM_TYP6,NUM_TYP2,NUM_TYP3,AREA_X,ON_LIST,CNTY,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,KOD,ASG_CODE,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,MODE2001,DIST,GEAR,TSN1,TSN2,PVT_RES,SEX,AGE,ART_REEF,ADD_PH,F_BY_P,SEP_FISH,DATE1,PRIM1,PRIM2,TURTLE,REEFCODE,AREA_NC,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
,FLORIDA POMPANO,2023011253wdS:8AM-8PM,2023112531592020230124,2023,6,12,99,12,1592020230124018,1,3.00,0.00,140,24,1,6,1448,1,3,2,1,,,0,0,1,0,1,,99,,,,Y,wd,1592020230124,1,,1592020230124018,1,5,S:8AM-8PM,33462,01,,,PALM BEACH,1343,0,1,1,168708,,,1,44,-1,1,8,8,15AUG23:08:29,8835280901,,,,,,,6536.2017149,2023011253wdS:8AM-8PM,,0,1592020230124018,03/03/2025
,SPOTTAIL PINFISH,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102001,1,3.50,0.00,104,16,1,6,1448,1,3,2,1,,,0,0,2,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102001,1,5,S:8AM-8PM,33410,01,0,6,PALM BEACH,1105,0,1,1,169192,,,1,35,-1,2,8,8,15AUG23:08:29,8835430401,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102001,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,11,12,1592520230102002,1,5.00,0.00,24,4,1,6,1448,1,3,1,1,,,0,0,1,1,1,,99,,,,Y,wd,1592520230102,1,,1592520230102002,1,5,S:8AM-8PM,33331,01,1,0,BROWARD,1114,0,1,1,,,,1,17,-1,2,1,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102002,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,11,12,1592520230102003,1,5.00,,24,4,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102003,,5,S:8AM-8PM,33331,01,,,BROWARD,1114,0,1,1,,,,2,17,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102003,03/03/2025
BLUEFISH,SNOOK GENUS,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102004,1,4.00,0.00,52,8,1,6,1448,1,3,2,1,,,0,0,1,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102004,1,5,S:8AM-8PM,33408,01,,,PALM BEACH,1127,0,1,1,167643,168559,,1,11,-1,2,8,8,15AUG23:08:29,8835010100,8835250101,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102004,03/03/2025
,SNOOK GENUS,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102005,1,1.50,,30,10,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102005,,5,S:8AM-8PM,33409,01,,,PALM BEACH,1132,0,1,1,167643,,,1,27,-1,1,8,8,15AUG23:08:29,8835010100,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102005,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102006,1,2.50,,120,14,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102006,,5,S:8AM-8PM,33407,01,,,PALM BEACH,1134,0,1,1,,,,1,38,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102006,03/03/2025
,FLORIDA POMPANO,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102007,1,4.00,,52,8,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102007,,5,S:8AM-8PM,33405,01,,,PALM BEACH,1153,0,1,1,168708,,,1,28,-1,1,8,8,15AUG23:08:29,8835280901,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102007,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102008,1,5.00,0.00,52,8,1,6,1448,1,3,2,1,,,0,0,3,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102008,1,5,S:8AM-8PM,33467,01,,,PALM BEACH,1202,0,1,1,,,,1,30,-1,1,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102008,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,11,12,1592520230102009,1,4.00,,1,1,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102009,,5,S:8AM-8PM,33071,01,,,BROWARD,1206,0,1,1,,,,1,31,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102009,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,11,12,1592520230102010,1,4.00,,1,1,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102010,,5,S:8AM-8PM,33071,01,,,BROWARD,1206,0,1,1,,,,1,30,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102010,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102011,1,4.00,,4,1,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102011,,5,S:8AM-8PM,33415,01,,,PALM BEACH,1206,0,1,1,,,,1,38,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102011,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102012,1,4.00,,1,1,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102012,,5,S:8AM-8PM,33470,01,,,PALM BEACH,1206,0,1,1,,,,1,31,-1,1,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102012,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102013,1,4.00,,0,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102013,,5,S:8AM-8PM,33462,01,,,PALM BEACH,1206,0,1,1,,,,1,28,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102013,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102014,1,0.50,,36,5,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102014,,5,S:8AM-8PM,33410,01,,,PALM BEACH,1212,0,1,1,,,,1,18,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102014,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102015,1,0.50,,52,5,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102015,,5,S:8AM-8PM,33418,01,,,PALM BEACH,1212,0,1,1,,,,1,17,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102015,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102016,1,1.00,,7,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102016,,5,S:8AM-8PM,33470,01,,,PALM BEACH,1232,0,1,1,,,,1,45,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102016,03/03/2025
BLUEFISH,SPANISH MACKEREL,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,127,12,1592520230102017,1,6.50,,150,6,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102017,,5,S:8AM-8PM,32725,01,,,VOLUSIA,1244,0,1,1,172436,168559,,1,43,-1,1,8,8,15AUG23:08:29,8850030502,8835250101,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102017,03/03/2025
BLUEFISH,SPANISH MACKEREL,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,127,12,1592520230102018,1,6.50,,150,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102018,,5,S:8AM-8PM,32725,01,,,VOLUSIA,1244,0,1,1,172436,168559,,1,53,-1,2,8,8,15AUG23:08:29,8850030502,8835250101,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102018,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102019,1,2.00,,8,8,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102019,,5,S:8AM-8PM,33404,01,,,PALM BEACH,1253,0,1,1,,,,1,51,-1,1,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102019,03/03/2025
MACKEREL FAMILY,BLUEFISH,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102020,1,2.00,,1,1,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102020,,5,S:8AM-8PM,33410,01,,,PALM BEACH,1313,0,1,1,168559,172398,,1,43,-1,1,8,8,15AUG23:08:29,8835250101,8850030000,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102020,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102021,1,1.00,,2,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102021,,5,S:8AM-8PM,33458,01,,,PALM BEACH,1318,0,1,1,,,,1,10,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102021,03/03/2025
,KING MACKEREL,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102022,1,7.50,,150,24,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102022,,5,S:8AM-8PM,33460,01,,,PALM BEACH,1325,0,1,1,172435,,,1,18,-1,1,8,8,15AUG23:08:29,8850030501,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102022,03/03/2025
,KING MACKEREL,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102023,1,7.50,,300,45,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102023,,5,S:8AM-8PM,33467,01,,,PALM BEACH,1325,0,1,1,172435,,,1,17,-1,2,8,8,15AUG23:08:29,8850030501,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102023,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,0,99,997,12,1592520230102024,1,5.50,,0,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,wd,1592520230102,1,,1592520230102024,,5,S:8AM-8PM,99997,01,,,,1334,0,1,1,,,,1,26,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102024,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,0,99,997,12,1592520230102025,1,5.50,,0,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,wd,1592520230102,1,,1592520230102025,,5,S:8AM-8PM,99997,01,,,,1334,0,1,1,,,,2,21,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102025,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,0,99,997,12,1592520230102026,1,5.50,,0,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,wd,1592520230102,1,,1592520230102026,,5,S:8AM-8PM,99997,01,,,,1334,0,1,1,,,,1,42,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102026,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,0,99,997,12,1592520230102027,1,5.50,,0,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,wd,1592520230102,1,,1592520230102027,,5,S:8AM-8PM,99997,01,,,,1334,0,1,1,,,,2,66,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102027,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,0,99,997,12,1592520230102028,1,5.50,,0,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,wd,1592520230102,1,,1592520230102028,,5,S:8AM-8PM,99997,01,,,,1334,0,1,1,,,,2,19,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102028,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,0,99,997,12,1592520230102029,1,5.50,,0,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,wd,1592520230102,1,,1592520230102029,,5,S:8AM-8PM,99997,01,,,,1335,0,1,1,,,,2,47,-1,1,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102029,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,0,99,997,12,1592520230102030,1,5.50,,0,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,wd,1592520230102,1,,1592520230102030,,5,S:8AM-8PM,99997,01,,,,1335,0,1,1,,,,1,26,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102030,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,0,99,997,12,1592520230102031,1,5.50,,0,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,wd,1592520230102,1,,1592520230102031,,5,S:8AM-8PM,99997,01,,,,1335,0,1,1,,,,1,40,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102031,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,0,99,997,12,1592520230102032,1,5.50,,0,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,wd,1592520230102,1,,1592520230102032,,5,S:8AM-8PM,99997,01,,,,1335,0,1,1,,,,1,10,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102032,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,0,99,997,12,1592520230102033,1,5.50,,0,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,wd,1592520230102,1,,1592520230102033,,5,S:8AM-8PM,99997,01,,,,1335,0,1,1,,,,1,9,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102033,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,0,99,997,12,1592520230102034,1,5.50,,0,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,wd,1592520230102,1,,1592520230102034,,5,S:8AM-8PM,99997,01,,,,1335,0,1,1,,,,1,7,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102034,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,11,12,1592520230102035,1,1.50,,2,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102035,,5,S:8AM-8PM,33071,01,,,BROWARD,1343,0,1,1,,,,1,47,-1,1,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102035,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,11,12,1592520230102036,1,1.50,,2,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102036,,5,S:8AM-8PM,33071,01,,,BROWARD,1343,0,1,1,,,,1,7,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102036,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,85,12,1592520230102037,1,1.50,,70,12,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102037,,5,S:8AM-8PM,33370,01,,,MARTIN,1354,0,1,1,,,,1,13,-1,2,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102037,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,3,41,5,12,1592520230102038,1,1.50,,0,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,wd,1592520230102,1,,1592520230102038,,5,S:8AM-8PM,97045,01,,,CLACKAMAS,1354,0,1,1,,,,1,70,-1,1,8,8,15AUG23:08:29,,,,,,,,7366.8621124,2023011253wdS:8AM-8PM,,0,1592520230102038,03/03/2025
,FLORIDA POMPANO,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102039,1,2.00,,8,3,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102039,,5,S:8AM-8PM,33458,01,,,PALM BEACH,1410,0,1,1,168708,,,1,35,-1,1,8,8,15AUG23:08:29,8835280901,,,,,,,11051.472623,2023011253wdS:8AM-8PM,,0,1592520230102039,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102040,1,2.00,,100,20,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102040,,5,S:8AM-8PM,33401,01,,,PALM BEACH,1424,0,1,1,,,,1,26,-1,2,8,8,15AUG23:08:29,,,,,,,,11051.472623,2023011253wdS:8AM-8PM,,0,1592520230102040,03/03/2025
,SPANISH MACKEREL,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102041,1,3.50,,36,8,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102041,,5,S:8AM-8PM,33417,01,,,PALM BEACH,1456,0,1,1,172436,,,1,38,-1,1,8,8,15AUG23:08:29,8850030502,,,,,,,11051.472623,2023011253wdS:8AM-8PM,,0,1592520230102041,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,7,12,71,12,1592520230102042,1,3.50,,10,2,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,wd,1592520230102,1,,1592520230102042,,5,S:8AM-8PM,33972,01,,,LEE,1630,0,1,1,,,,1,19,-1,2,8,8,15AUG23:08:29,,,,,,,,11051.472623,2023011253wdS:8AM-8PM,,0,1592520230102042,03/03/2025
,,2023011253wdS:8AM-8PM,2023112531592520230102,2023,7,12,71,12,1592520230102043,1,3.50,,10,2,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,wd,1592520230102,1,,1592520230102043,,5,S:8AM-8PM,33972,01,,,LEE,1630,0,1,1,,,,1,10,-1,2,8,8,15AUG23:08:29,,,,,,,,11051.472623,2023011253wdS:8AM-8PM,,0,1592520230102043,03/03/2025
,SPANISH MACKEREL,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102044,1,2.00,,0,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102044,,5,S:8AM-8PM,33406,01,,,PALM BEACH,1633,0,1,1,172436,,,1,26,-1,2,8,8,15AUG23:08:29,8850030502,,,,,,,11051.472623,2023011253wdS:8AM-8PM,,0,1592520230102044,03/03/2025
,SNOOK GENUS,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102045,1,1.50,,18,2,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102045,,5,S:8AM-8PM,33470,01,,,PALM BEACH,1638,0,1,1,167643,,,1,17,-1,2,8,8,15AUG23:08:29,8835010100,,,,,,,11051.472623,2023011253wdS:8AM-8PM,,0,1592520230102045,03/03/2025
,MACKEREL FAMILY,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,11,12,1592520230102046,1,0.50,,150,24,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102046,,5,S:8AM-8PM,33071,01,,,BROWARD,1651,0,1,1,172398,,,1,20,-1,2,8,8,15AUG23:08:29,8850030000,,,,,,,11051.472623,2023011253wdS:8AM-8PM,,0,1592520230102046,03/03/2025
MACKEREL FAMILY,BLUEFISH,2023011253wdS:8AM-8PM,2023112531592520230102,2023,6,12,99,12,1592520230102047,1,3.00,,100,16,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,wd,1592520230102,1,,1592520230102047,,5,S:8AM-8PM,33410,01,,,PALM BEACH,1653,0,1,1,168559,172398,,1,64,-1,2,8,8,15AUG23:08:29,8835250101,8850030000,,,,,,11051.472623,2023011253wdS:8AM-8PM,,0,1592520230102047,03/03/2025
,FLORIDA POMPANO,2023011253weS:8AM-8PM,2023112531592520230115,2023,6,12,99,12,1592520230115001,1,2.00,,24,6,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,we,1592520230115,1,,1592520230115001,,5,S:8AM-8PM,33408,01,,,PALM BEACH,1403,0,1,1,168708,,,1,71,-1,2,8,8,15AUG23:08:29,8835280901,,,,,,,2674.6009741,2023011253weS:8AM-8PM,,0,1592520230115001,03/03/2025
,BLUEFISH,2023011253weS:8AM-8PM,2023112531592520230115,2023,6,12,99,12,1592520230115002,1,1.50,,1,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,we,1592520230115,1,,1592520230115002,,5,S:8AM-8PM,33445,01,,,PALM BEACH,1410,0,1,1,168559,,,1,,-1,1,8,8,15AUG23:08:29,8835250101,,,,,,,2674.6009741,2023011253weS:8AM-8PM,,0,1592520230115002,03/03/2025
,,2023011253weS:8AM-8PM,2023112531592520230115,2023,0,21,111,12,1592520230115003,1,1.50,,2,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,we,1592520230115,1,,1592520230115003,,5,S:8AM-8PM,40118,01,,,,1434,0,1,1,,,,1,54,-1,1,8,8,15AUG23:08:29,,,,,,,,2674.6009741,2023011253weS:8AM-8PM,,0,1592520230115003,03/03/2025
,,2023011253weS:8AM-8PM,2023112531592520230115,2023,6,12,99,12,1592520230115004,1,1.50,,1,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,we,1592520230115,1,,1592520230115004,,5,S:8AM-8PM,33410,01,,,PALM BEACH,1434,0,1,1,,,,1,52,-1,2,8,8,15AUG23:08:29,,,,,,,,2674.6009741,2023011253weS:8AM-8PM,,0,1592520230115004,03/03/2025
,,2023011253weS:8AM-8PM,2023112531592520230115,2023,0,21,111,12,1592520230115005,1,1.50,,1,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,O,we,1592520230115,1,,1592520230115005,,5,S:8AM-8PM,40118,01,,,,1434,0,1,1,,,,1,24,-1,2,8,8,15AUG23:08:29,,,,,,,,2674.6009741,2023011253weS:8AM-8PM,,0,1592520230115005,03/03/2025
,FLORIDA POMPANO,2023011253weS:8AM-8PM,2023112531592520230115,2023,6,12,99,12,1592520230115006,1,1.50,0.00,5,0,1,6,1448,1,3,2,1,,,0,0,1,0,1,,99,,,,Y,we,1592520230115,1,,1592520230115006,1,5,S:8AM-8PM,33409,01,,,PALM BEACH,1443,0,1,1,168708,,,1,25,-1,1,8,8,15AUG23:08:29,8835280901,,,,,,,2674.6009741,2023011253weS:8AM-8PM,,0,1592520230115006,03/03/2025
,BLUEFISH,2023011253weS:8AM-8PM,2023112531592520230115,2023,6,12,99,12,1592520230115007,1,3.00,,5,0,1,6,1448,1,3,2,1,,,0,0,0,0,1,,99,,,,Y,we,1592520230115,1,,1592520230115007,,5,S:8AM-8PM,33458,01,,,PALM BEACH,1512,0,1,1,168559,,,1,40,-1,2,8,8,15AUG23:08:29,8835250101,,,,,,,2674.6009741,2023011253weS:8AM-8PM,,0,1592520230115007,03/03/2025
,FLORIDA POMPANO,2023011253weS:8AM-8PM,2023112531592520230115,2023,6,12,99,12,1592520230115008,1,3.00,0.00,180,24,1,6,1448,1,3,1,1,,,0,0,0,2,1,,99,,,,Y,we,1592520230115,1,,1592520230115008,1,5,S:8AM-8PM,33446,01,2,0,PALM BEACH,1544,0,1,1,168708,,,1,36,-1,1,1,8,15AUG23:08:29,8835280901,,,,,,,2674.6009741,2023011253weS:8AM-8PM,,0,1592520230115008,03/03/2025
FLORIDA POMPANO,BLUEFISH,2023011253weS:8AM-8PM,2023112531592520230115,2023,0,8,41,12,1592520230115009,1,2.00,0.00,1,0,1,6,1448,1,3,1,1,,,0,0,0,1,1,,99,,,,O,we,1592520230115,1,,1592520230115009,1,5,S:8AM-8PM,80819,01,1,0,,1557,0,1,1,168559,168708,,1,58,-1,1,1,8,15AUG23:08:29,8835250101,8835280901,,,,,,2674.6009741,2023011253weS:8AM-8PM,,0,1592520230115009,03/03/2025
BLUEFISH,CREVALLE JACK,2023011253weS:8AM-8PM,2023112531592520230115,2023,6,12,31,12,1592520230115010,1,3.50,0.00,60,10,1,6,1448,1,3,2,1,,,0,0,2,0,1,,99,,,,Y,we,1592520230115,1,,1592520230115010,1,5,S:8AM-8PM,32208,01,0,2,DUVAL,1624,0,1,1,168609,168559,,1,56,-1,2,8,8,15AUG23:08:29,8835280303,8835250101,,,,,,2674.6009741,2023011253weS:8AM-8PM,,0,1592520230115010,03/03/2025
FLORIDA POMPANO,BLUEFISH,2023011253weS:8AM-8PM,2023112531592520230115,2023,6,12,99,12,1592520230115011,1,7.00,0.00,180,15,1,6,1448,1,3,2,1,,,0,0,1,0,1,,99,,,,Y,we,1592520230115,1,,1592520230115011,1,5,S:8AM-8PM,33410,01,,,PALM BEACH,1655,0,1,1,168559,168708,,1,68,-1,2,8,8,15AUG23:08:29,8835250101,8835280901,,,,,,2674.6009741,2023011253weS:8AM-8PM,,0,1592520230115011,03/03/2025
