PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TSN1,TSN2,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,LICENSE,DATE1,DIST,PRIM1,PRIM2,MODE2001,MONITOR,COMPFLAG,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,TAUTOG,20126498711we,11716201211187826,2012,4,9,7,9,7,826,8,7,C,5,2.5,0,15,4,1,1,1,0,0,0,4,1,1171620121118012,4,6,2,,0,2.5,Y,,1171620121118,3,11,we,1171620121118012,1,,,MIDDLESEX,170479,,1145,,1,1,8,1,8,,,,29MAR201315:43,8,8839010101,,8,8,,,,2516.6480246,20126498711we,,0,1171620121118012,8,06419,03/03/2025
,TAUTOG,20126498711we,11716201211187826,2012,4,9,7,9,7,826,8,7,C,5,2.5,,9,2,1,1,0,0,0,1,4,2,1171620121118013,4,6,2,,0,2.5,Y,,1171620121118,3,11,we,1171620121118012,,,,MIDDLESEX,170479,,1146,,1,1,8,1,8,,,,29MAR201315:43,8,8839010101,,8,8,,,,2516.6480246,20126498711we,,0,1171620121118013,8,06438,03/03/2025
,TAUTOG,20126498711we,11716201211187826,2012,4,9,7,9,7,826,8,7,C,5,2.5,,15,4,1,1,0,0,0,1,4,2,1171620121118014,4,6,2,,0,2.5,Y,,1171620121118,3,11,we,1171620121118012,,,,MIDDLESEX,170479,,1147,,1,1,8,0,8,,,,29MAR201315:43,8,8839010101,,8,8,,,,2516.6480246,20126498711we,,0,1171620121118014,8,06438,03/03/2025
,TAUTOG,20126498711we,11716201211187826,2012,4,9,7,9,7,826,8,7,C,5,2.5,,9,2,1,1,0,0,0,1,4,2,1171620121118015,4,6,2,,0,2.5,Y,,1171620121118,3,11,we,1171620121118012,,,,MIDDLESEX,170479,,1148,,1,1,8,0,8,,,,29MAR201315:43,8,8839010101,,8,8,,,,2516.6480246,20126498711we,,0,1171620121118015,8,06438,03/03/2025
,TAUTOG,20126498711we,11716201211187826,2012,4,9,9,9,7,826,8,7,C,5,3,0,7,3,1,1,1,1,0,0,2,1,1171620121118016,4,6,1,,0,4,Y,,1171620121118,3,11,we,1171620121118016,1,1,0,NEW HAVEN,170479,,1200,,1,1,8,0,1,,,,29MAR201315:43,8,8839010101,,8,8,,,,2516.6480246,20126498711we,,0,1171620121118016,8,06450,03/03/2025
,TAUTOG,20126498711we,11716201211187826,2012,4,9,9,9,7,826,8,7,C,5,3,0,7,3,1,1,1,0,0,1,2,2,1171620121118017,4,6,2,,0,4,Y,,1171620121118,3,11,we,1171620121118016,1,,,NEW HAVEN,170479,,1201,,1,1,8,0,8,,,,29MAR201315:43,8,8839010101,,8,8,,,,2516.6480246,20126498711we,,0,1171620121118017,8,06450,03/03/2025
,TAUTOG,20126498711we,11716201211187826,2012,4,9,7,9,7,826,8,7,C,5,4.5,0,3,2,2,1,1,0,0,0,1,8,1171620121118018,4,6,2,,0,4.5,Y,,1171620121118,3,11,we,1171620121118018,1,,,MIDDLESEX,170479,,1230,,1,1,8,1,8,,,,29MAR201315:43,8,8839010101,,8,8,,,,2516.6480246,20126498711we,,0,1171620121118018,8,06441,03/03/2025
,TAUTOG,20126498711we,11716201211187826,2012,4,9,7,9,7,826,8,7,C,5,6,0,50,2,1,1,1,0,0,0,3,1,1171620121118019,4,6,2,,0,6,Y,,1171620121118,3,11,we,1171620121118019,1,,,MIDDLESEX,170479,,1400,,1,1,8,1,8,,,,29MAR201315:43,8,8839010101,,8,8,,,,2516.6480246,20126498711we,,0,1171620121118019,8,06495,03/03/2025
,TAUTOG,20126498711we,11716201211187826,2012,4,9,7,9,7,826,8,7,C,5,6,0,50,2,1,1,1,0,0,1,3,2,1171620121118020,4,6,2,,0,6,Y,,1171620121118,3,11,we,1171620121118019,1,,,MIDDLESEX,170479,,1401,,1,1,8,0,8,,,,29MAR201315:43,8,8839010101,,8,8,,,,2516.6480246,20126498711we,,0,1171620121118020,8,06495,03/03/2025
,TAUTOG,20126498711we,11716201211187826,2012,4,9,7,9,7,826,8,7,C,5,6,0,10,2,1,1,1,0,0,1,3,2,1171620121118021,4,6,2,,0,6,Y,,1171620121118,3,11,we,1171620121118019,1,,,MIDDLESEX,170479,,1402,,1,1,8,0,8,,,,29MAR201315:43,8,8839010101,,8,8,,,,2516.6480246,20126498711we,,0,1171620121118021,8,06371,03/03/2025
,TAUTOG,20126498711we,11716201211187403,2012,4,9,9,9,7,403,8,7,C,5,4,,100,15,1,1,0,0,0,0,2,1,1171620121118022,4,6,2,,0,4.5,Y,,1171620121118,3,11,we,1171620121118022,,,,NEW HAVEN,170479,,1440,,1,1,8,1,8,,,,29MAR201315:43,8,8839010101,,8,8,,,,4263.665115,20126498711we,,0,1171620121118022,8,06450,03/03/2025
,TAUTOG,20126498711we,11716201211187403,2012,4,9,9,9,7,403,8,7,C,5,4,,5,2,1,1,0,0,0,1,2,2,1171620121118023,4,6,2,,0,4.5,Y,,1171620121118,3,11,we,1171620121118022,,,,NEW HAVEN,170479,,1441,,1,1,8,1,8,,,,29MAR201315:43,8,8839010101,,8,8,,,,4263.665115,20126498711we,,0,1171620121118023,8,06450,03/03/2025
,TAUTOG,20126498711wd,217162012111611645,2012,4,9,11,9,11,645,8,7,C,5,3,0,30,5,1,1,1,0,0,0,2,1,2171620121116001,4,6,2,,0,3.5,Y,,2171620121116,3,11,wd,2171620121116001,1,,,NEW LONDON,170479,,1150,,1,1,8,1,8,,,,29MAR201315:43,8,8839010101,,8,8,,,,1597.7179804,20126498711wd,,0,2171620121116001,8,06320,03/03/2025
,TAUTOG,20126498711wd,217162012111611645,2012,4,9,11,9,11,645,8,7,C,5,3,0,30,5,1,1,1,0,0,1,2,2,2171620121116002,4,6,2,,0,3.5,Y,,2171620121116,3,11,wd,2171620121116001,1,,,NEW LONDON,170479,,1151,,1,1,8,1,8,,,,29MAR201315:43,8,8839010101,,8,8,,,,1597.7179804,20126498711wd,,0,2171620121116002,8,06385,03/03/2025
,TAUTOG,20126498711wd,217162012111611645,2012,4,9,11,9,11,645,8,7,C,5,4,0,25,15,1,1,1,0,0,0,1,8,2171620121116003,4,6,2,,0,4,Y,,2171620121116,3,11,wd,2171620121116003,1,,,NEW LONDON,170479,,1300,,1,1,8,1,8,,,,29MAR201315:43,8,8839010101,,8,8,,,,1597.7179804,20126498711wd,,0,2171620121116003,8,06375,03/03/2025
,,201264238499xx,201264238499xx0000,2012,,,,23,,,,4,,2,,,,,,,,,,,,,201264238499xx02,4,6,,,,,,,,,99,xx,201264238499xx02,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,0,201264238499xx02,8,,03/03/2025
,,201264258312wd,12007201212191425,2012,5,36,119,25,1,425,2,3,1,1,0.5,,2,0,2,1,0,0,0,0,,,1200720121219001,4,6,2,,0,0,O,,1200720121219,1,12,wd,1200720121219001,,,,WESTCHESTER,,,1451,,1,1,8,1,8,,,,29MAR201315:43,1,,,2,8,,,,492.46494774,201264258312wd,,0,1200720121219001,8,10605,03/03/2025
,STRIPED BASS,201264258311wd,11564201211061721,2012,4,25,21,25,1,721,4,3,5,5,19,0,35,10,1,1,1,0,0,0,,,1156420121106001,4,6,2,,0,0,Y,,1156420121106,1,11,wd,1156420121106001,1,,,NORFOLK,167680,,1130,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,4,8,,,,1213.6909687,201264258311wd,,0,1156420121106001,8,02019,03/03/2025
,STRIPED BASS,201264258311wd,11564201211061721,2012,4,25,21,25,1,721,4,3,5,5,19,0,35,10,1,1,1,0,0,0,,,1156420121106002,4,6,2,,0,0,Y,,1156420121106,1,11,wd,1156420121106002,1,,,NORFOLK,167680,,1135,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,4,8,,,,1213.6909687,201264258311wd,,0,1156420121106002,8,02619,03/03/2025
,STRIPED BASS,201264258311wd,11564201211061701,2012,4,25,21,25,1,701,1,3,5,5,5,0,24,4,1,1,1,0,0,0,,,1156420121106003,4,6,2,,0,0,Y,,1156420121106,1,11,wd,1156420121106003,1,,,NORFOLK,167680,,1430,,1,1,8,0,8,,,,29MAR201315:43,8,8835020102,,0,8,,,,818.3375821,201264258311wd,,0,1156420121106003,8,02026,03/03/2025
,STRIPED BASS,201264258311wd,11564201211061701,2012,4,25,27,25,1,701,1,3,5,5,8,0,25,3,1,1,1,0,0,0,,,1156420121106004,4,6,2,,0,0,N,,1156420121106,1,11,wd,1156420121106004,1,,,,167680,,1445,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,0,8,,,,1066.3138905,201264258311wd,,0,1156420121106004,8,01606,03/03/2025
,STRIPED BASS,201264258311wd,11564201211061701,2012,4,25,1,25,1,701,1,3,5,5,2.5,0,30,30,1,1,1,0,0,0,,,1156420121106005,4,6,2,,0,0,Y,,1156420121106,1,11,wd,1156420121106005,1,,,BARNSTABLE,167680,,1510,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,0,8,,,,818.3375821,201264258311wd,,0,1156420121106005,8,02534,03/03/2025
,STRIPED BASS,201264258311wd,11564201211061701,2012,4,25,3,25,1,701,1,3,5,5,2.5,0,60,15,1,1,1,0,0,0,,,1156420121106006,4,6,2,,0,0,N,,1156420121106,1,11,wd,1156420121106006,1,,,,167680,,1530,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,0,8,,,,1066.3138905,201264258311wd,,0,1156420121106006,8,01201,03/03/2025
,STRIPED BASS,201264258311wd,11564201211061701,2012,4,25,23,25,1,701,1,3,5,5,2,0,75,35,1,1,1,0,0,0,,,1156420121106007,4,6,2,,0,0,Y,,1156420121106,1,11,wd,1156420121106007,1,,,PLYMOUTH,167680,,1550,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,0,8,,,,818.3375821,201264258311wd,,0,1156420121106007,8,02347,03/03/2025
,STRIPED BASS,201264258311wd,11564201211061701,2012,4,25,23,25,1,701,1,3,5,5,3,,75,35,1,1,0,0,0,0,,,1156420121106008,4,6,2,,0,0,Y,,1156420121106,1,11,wd,1156420121106008,,,,PLYMOUTH,167680,,1600,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,0,8,,,,818.3375821,201264258311wd,,0,1156420121106008,8,02346,03/03/2025
,STRIPED BASS,201264258311wd,11564201211141701,2012,4,25,23,25,1,701,1,3,5,5,1.5,,12,12,1,1,0,0,0,0,,,1156420121114001,4,6,2,,0,0,Y,,1156420121114,1,11,wd,1156420121114001,,,,PLYMOUTH,167680,,1215,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,0,8,,,,2455.0127463,201264258311wd,,0,1156420121114001,8,02364,03/03/2025
,STRIPED BASS,201264258311wd,11564201211141701,2012,4,25,23,25,1,701,1,3,5,5,1.5,,6,6,1,1,0,0,0,0,,,1156420121114002,4,6,2,,0,0,Y,,1156420121114,1,11,wd,1156420121114002,,,,PLYMOUTH,167680,,1220,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,0,8,,,,2455.0127463,201264258311wd,,0,1156420121114002,8,02339,03/03/2025
,ATLANTIC MACKEREL,201264258311we,115642012111811854,2012,4,25,5,25,1,1854,2,3,5,5,2,,10,2,1,1,0,0,0,0,,,1156420121118001,4,6,2,,0,0,Y,,1156420121118,1,11,we,1156420121118001,,,,BRISTOL,172414,,1235,,1,1,8,0,8,,,,29MAR201315:43,8,8850030302,,2,8,,,,459.39245539,201264258311we,,0,1156420121118001,8,02740,03/03/2025
,ATLANTIC MACKEREL,201264258312we,120072012120111854,2012,4,25,5,25,1,1854,1,3,5,5,1,,30,30,1,1,0,0,0,0,,,1200720121201001,4,6,2,,0,0,Y,,1200720121201,1,12,we,1200720121201001,,,,BRISTOL,172414,,1214,,1,1,8,1,8,,,,29MAR201315:43,8,8850030302,,1,8,,,,1416.8899018,201264258312we,,0,1200720121201001,8,02747,03/03/2025
,ATLANTIC MACKEREL,201264258312we,120072012120111854,2012,4,25,23,25,1,1854,1,3,5,5,0.5,,10,10,1,1,0,0,0,0,,,1200720121201002,4,6,2,,0,0,Y,,1200720121201,1,12,we,1200720121201002,,,,PLYMOUTH,172414,,1224,,1,1,8,0,8,,,,29MAR201315:43,8,8850030302,,0,8,,,,1416.8899018,201264258312we,,0,1200720121201002,8,02360,03/03/2025
,ATLANTIC MACKEREL,201264258312we,12007201212011721,2012,4,25,23,25,1,721,2,3,5,5,3,,90,5,2,1,0,0,0,0,,,1200720121201003,4,6,2,,0,0,Y,,1200720121201,1,12,we,1200720121201003,,,,PLYMOUTH,172414,,1353,,1,1,8,1,8,,,,29MAR201315:43,8,8850030302,,2,8,,,,827.08920984,201264258312we,,0,1200720121201003,8,02346,03/03/2025
,ATLANTIC MACKEREL,201264258312we,12007201212011721,2012,4,25,1,25,1,721,2,3,5,5,3,,150,10,1,1,0,0,0,0,,,1200720121201004,4,6,2,,0,0,Y,,1200720121201,1,12,we,1200720121201004,,,,BARNSTABLE,172414,,1508,,1,1,8,0,8,,,,29MAR201315:43,8,8850030302,,2,8,,,,827.08920984,201264258312we,,0,1200720121201004,8,02562,03/03/2025
,ATLANTIC MACKEREL,201264258312we,12007201212011721,2012,4,25,5,25,1,721,2,3,5,5,3.5,,75,10,1,1,0,0,0,0,,,1200720121201005,4,6,2,,0,0,Y,,1200720121201,1,12,we,1200720121201005,,,,BRISTOL,172414,,1600,,1,1,8,0,8,,,,29MAR201315:43,8,8850030302,,2,8,,,,827.08920984,201264258312we,,0,1200720121201005,8,02703,03/03/2025
,,201264258312we,120072012122911854,2012,4,25,1,25,1,1854,1,3,5,5,0.5,,100,7,1,1,0,0,0,0,,,1200720121229001,4,6,2,,0,0,Y,,1200720121229,1,12,we,1200720121229001,,,,BARNSTABLE,,,1322,,1,1,8,0,8,,,,29MAR201315:43,8,,,1,8,,,,4000.6303109,201264258312we,,0,1200720121229001,8,02563,03/03/2025
,TAUTOG,201264258311we,12786201211101559,2012,4,25,998,25,1,559,4,3,5,5,,,8,5,8,1,0,0,0,0,,,1278620121110001,4,6,2,,0,0,N,,1278620121110,1,11,we,1278620121110001,,,,,170479,,1301,,1,1,8,1,8,,,,29MAR201315:43,8,8839010101,,4,8,,,,4812.8539902,201264258311we,,0,1278620121110001,8,01890,03/03/2025
,TAUTOG,201264258311we,12786201211101559,2012,4,25,998,25,1,559,4,3,5,5,,,10,6,8,1,0,0,0,0,,,1278620121110002,4,6,2,,0,0,N,,1278620121110,1,11,we,1278620121110002,,,,,170479,,1315,,1,1,8,1,8,,,,29MAR201315:43,8,8839010101,,4,8,,,,4812.8539902,201264258311we,,0,1278620121110002,8,99998,03/03/2025
,TAUTOG,201264258311we,13096201211111431,2012,4,25,25,25,1,431,1,3,4,5,2,,40,6,2,1,0,0,0,0,,,1309620121111001,4,6,2,,0,0,Y,,1309620121111,1,11,we,1309620121111001,,,,SUFFOLK,170479,,715,,1,1,8,1,8,,,,29MAR201315:43,8,8839010101,,0,8,,,,21286.874776,201264258311we,,0,1309620121111001,8,02169,03/03/2025
,TAUTOG,201264258311we,13096201211111431,2012,4,25,25,25,1,431,1,3,4,5,2,,20,3,1,1,0,0,0,0,,,1309620121111002,4,6,2,,0,0,Y,,1309620121111,1,11,we,1309620121111002,,,,SUFFOLK,170479,,730,,1,1,8,1,8,,,,29MAR201315:43,8,8839010101,,0,8,,,,21286.874776,201264258311we,,0,1309620121111002,8,02169,03/03/2025
,STRIPED BASS,201264258311we,130962012111111349,2012,4,44,7,25,1,1349,2,3,5,5,2,,10,4,1,1,0,0,0,0,,,1309620121111003,4,6,2,,0,0,O,,1309620121111,1,11,we,1309620121111003,,,,PROVIDENCE,167680,,815,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,10197.550243,201264258311we,,0,1309620121111003,8,02920,03/03/2025
,STRIPED BASS,201264258311we,130962012111111349,2012,4,44,1,25,1,1349,2,3,5,5,2,,45,14,1,1,0,0,0,0,,,1309620121111004,4,6,2,,0,0,O,,1309620121111,1,11,we,1309620121111004,,,,BRISTOL,167680,,820,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,10197.550243,201264258311we,,0,1309620121111004,8,02806,03/03/2025
BLUEFISH,STRIPED BASS,201264258311we,13096201211111719,2012,4,25,1,25,1,719,2,3,5,5,2,,150,30,1,1,0,0,0,0,,,1309620121111005,4,6,2,,0,0,Y,,1309620121111,1,11,we,1309620121111005,,,,BARNSTABLE,167680,168559,835,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,8835250101,2,8,,,,2673.5271168,201264258311we,,0,1309620121111005,8,02644,03/03/2025
BLACK SEA BASS,STRIPED BASS,201264258311we,13096201211111719,2012,4,25,1,25,1,719,2,3,5,5,2,,150,30,1,1,0,0,0,0,,,1309620121111006,4,6,2,,0,0,Y,,1309620121111,1,11,we,1309620121111006,,,,BARNSTABLE,167680,167687,840,,1,1,8,0,8,,,,29MAR201315:43,8,8835020102,8835020301,2,8,,,,2673.5271168,201264258311we,,0,1309620121111006,8,02644,03/03/2025
BLUEFISH,STRIPED BASS,201264258311we,13096201211111719,2012,4,25,1,25,1,719,2,3,5,5,1.5,,100,30,1,1,0,0,0,0,,,1309620121111007,4,6,2,,0,0,Y,,1309620121111,1,11,we,1309620121111007,,,,BARNSTABLE,167680,168559,1250,,1,1,8,0,8,,,,29MAR201315:43,8,8835020102,8835250101,2,8,,,,2673.5271168,201264258311we,,0,1309620121111007,8,02645,03/03/2025
BLUEFISH,STRIPED BASS,201264258311we,13096201211175529,2012,4,25,5,25,5,529,5,3,B,5,2,0,200,55,1,1,1,0,0,0,,,1309620121117001,4,6,2,,0,0,Y,,1309620121117,1,11,we,1309620121117001,1,,,BRISTOL,167680,168559,815,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,8835250101,5,8,,,,46533.810696,201264258311we,,0,1309620121117001,8,02719,03/03/2025
,ATLANTIC MACKEREL,201264258311wd,130962012112811854,2012,4,25,21,25,1,1854,2,3,5,5,3,,24,1,1,1,0,0,0,0,,,1309620121128001,4,6,2,,0,0,Y,,1309620121128,1,11,wd,1309620121128001,,,,NORFOLK,172414,,850,,1,1,8,1,8,,,,29MAR201315:43,8,8850030302,,2,8,,,,6104.1260512,201264258311wd,,0,1309620121128001,8,02053,03/03/2025
BLUEFISH,STRIPED BASS,201264258311wd,13096201211281721,2012,4,25,23,25,1,721,2,3,5,5,1,,150,55,1,1,0,0,0,0,,,1309620121128002,4,6,2,,0,0,Y,,1309620121128,1,11,wd,1309620121128002,,,,PLYMOUTH,167680,168559,925,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,8835250101,2,8,,,,4854.7638746,201264258311wd,,0,1309620121128002,8,02360,03/03/2025
,ATLANTIC MACKEREL,201264258312wd,130962012122011854,2012,4,25,5,25,1,1854,3,3,5,5,2,,30,10,1,1,0,0,0,0,,,1309620121220001,4,6,2,,0,0,Y,,1309620121220,1,12,wd,1309620121220001,,,,BRISTOL,172414,,855,,1,1,8,0,8,,,,29MAR201315:43,8,8850030302,,3,8,,,,3158.4410149,201264258312wd,,0,1309620121220001,8,02743,03/03/2025
,ATLANTIC MACKEREL,201264258312wd,130962012122011854,2012,4,25,5,25,1,1854,2,3,5,5,0.5,,30,10,1,1,0,0,0,0,,,1309620121220002,4,6,2,,0,0,Y,,1309620121220,1,12,wd,1309620121220002,,,,BRISTOL,172414,,905,,1,1,8,0,8,,,,29MAR201315:43,8,8850030302,,2,8,,,,3158.4410149,201264258312wd,,0,1309620121220002,8,02745,03/03/2025
,STRIPED BASS,201264258311we,16427201211031556,2012,4,25,1,25,1,556,2,3,5,5,6,0,150,50,1,1,1,0,0,0,,,1642720121103001,4,6,2,,0,0,Y,,1642720121103,1,11,we,1642720121103001,1,,,BARNSTABLE,167680,,1005,,1,1,8,0,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,3624.6744512,201264258311we,,0,1642720121103001,8,02532,03/03/2025
,STRIPED BASS,201264258311we,16427201211031556,2012,4,25,17,25,1,556,2,3,5,5,7,,100,32,1,1,0,0,0,0,,,1642720121103002,4,6,2,,0,0,Y,,1642720121103,1,11,we,1642720121103002,,,,MIDDLESEX,167680,,1015,,1,1,8,0,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,3624.6744512,201264258311we,,0,1642720121103002,8,02472,03/03/2025
,STRIPED BASS,201264258311we,16427201211031556,2012,4,25,1,25,1,556,2,3,5,5,2,,50,15,1,1,0,0,0,0,,,1642720121103003,4,6,2,,0,0,Y,,1642720121103,1,11,we,1642720121103003,,,,BARNSTABLE,167680,,1030,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,3624.6744512,201264258311we,,0,1642720121103003,8,02556,03/03/2025
,STRIPED BASS,201264258311we,16427201211031556,2012,4,25,23,25,1,556,2,3,5,5,5,0,100,50,1,1,1,0,0,0,,,1642720121103004,4,6,2,,0,0,Y,,1642720121103,1,11,we,1642720121103004,1,0,1,PLYMOUTH,167680,,1100,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,3624.6744512,201264258311we,,0,1642720121103004,8,02360,03/03/2025
,STRIPED BASS,201264258311we,16427201211031556,2012,4,25,25,25,1,556,2,3,5,5,5,0,30,10,1,1,1,0,0,0,,,1642720121103005,4,6,2,,0,0,Y,,1642720121103,1,11,we,1642720121103005,1,,,SUFFOLK,167680,,1105,,1,1,8,0,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,3624.6744512,201264258311we,,0,1642720121103005,8,02131,03/03/2025
,STRIPED BASS,201264258311we,16427201211031556,2012,4,25,23,25,1,556,2,3,5,5,3,0,120,20,1,1,2,0,0,0,,,1642720121103006,4,6,2,,0,0,Y,,1642720121103,1,11,we,1642720121103006,1,0,1,PLYMOUTH,167680,,1110,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,3624.6744512,201264258311we,,0,1642720121103006,8,02346,03/03/2025
,STRIPED BASS,201264258311we,16427201211031556,2012,4,25,23,25,1,556,2,3,5,5,0.5,,2,2,1,1,0,0,0,0,,,1642720121103007,4,6,2,,0,0,Y,,1642720121103,1,11,we,1642720121103007,,,,PLYMOUTH,167680,,1200,,1,1,8,0,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,3624.6744512,201264258311we,,0,1642720121103007,8,02360,03/03/2025
,STRIPED BASS,201264258311wd,16427201211135469,2012,4,25,5,25,5,469,2,3,3,5,2,0,150,55,1,1,1,0,0,0,,,1642720121113001,4,6,2,,0,0,Y,,1642720121113,1,11,wd,1642720121113001,1,,,BRISTOL,167680,,1320,,1,1,8,0,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,1399.3339723,201264258311wd,,0,1642720121113001,8,02744,03/03/2025
,STRIPED BASS,201264258311wd,16427201211135469,2012,4,25,5,25,5,469,2,3,3,5,2,,150,55,1,1,0,0,0,0,,,1642720121113002,4,6,2,,0,0,Y,,1642720121113,1,11,wd,1642720121113002,,,,BRISTOL,167680,,1325,,1,1,8,0,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,1399.3339723,201264258311wd,,0,1642720121113002,8,02744,03/03/2025
,,201264258311we,16842201211041701,2012,4,25,1,25,1,701,2,3,5,5,3,,100,16,1,1,0,0,0,0,,,1684220121104001,4,6,2,,0,0,Y,,1684220121104,1,11,we,1684220121104001,,,,BARNSTABLE,,,1250,,1,1,8,1,8,,,,29MAR201315:43,8,,,2,8,,,,5438.3673738,201264258311we,,0,1684220121104001,8,02649,03/03/2025
BLUEFISH,STRIPED BASS,201264258311we,16842201211041701,2012,4,25,1,25,1,701,2,3,5,5,2,0,10,6,1,1,1,0,0,0,,,1684220121104002,4,6,2,,0,0,Y,,1684220121104,1,11,we,1684220121104002,1,,,BARNSTABLE,167680,168559,1300,,1,1,8,0,8,,,,29MAR201315:43,8,8835020102,8835250101,2,8,,,,5438.3673738,201264258311we,,0,1684220121104002,8,02562,03/03/2025
,STRIPED BASS,201264258311we,16842201211041701,2012,4,25,17,25,1,701,2,3,5,5,1,0,30,3,1,1,1,0,0,0,,,1684220121104003,4,6,2,,0,0,Y,,1684220121104,1,11,we,1684220121104003,1,,,MIDDLESEX,167680,,1305,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,5438.3673738,201264258311we,,0,1684220121104003,8,02474,03/03/2025
,STRIPED BASS,201264258311we,16842201211041563,2012,4,25,1,25,1,563,2,3,5,5,0.5,,150,50,2,1,0,0,0,0,,,1684220121104004,4,6,2,,0,0,Y,,1684220121104,1,11,we,1684220121104004,,,,BARNSTABLE,167680,,1340,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,4109.9932826,201264258311we,,0,1684220121104004,8,02532,03/03/2025
,STRIPED BASS,201264258311wd,16842201211051566,2012,4,25,1,25,1,566,2,3,5,5,2,0,75,58,1,1,1,0,0,0,,,1684220121105001,4,6,2,,0,0,Y,,1684220121105,1,11,wd,1684220121105001,1,,,BARNSTABLE,167680,,1540,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,83.703000095,201264258311wd,,0,1684220121105001,8,02562,03/03/2025
,STRIPED BASS,201264258311wd,16842201211051566,2012,4,25,1,25,1,566,2,3,5,5,4,0,120,58,1,1,2,0,0,0,,,1684220121105002,4,6,2,,0,0,Y,,1684220121105,1,11,wd,1684220121105002,1,0,2,BARNSTABLE,167680,,1545,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,83.703000095,201264258311wd,,0,1684220121105002,8,02537,03/03/2025
,STRIPED BASS,201264258311wd,16842201211051566,2012,4,25,23,25,1,566,2,3,5,5,4,0,110,45,1,1,1,0,0,0,,,1684220121105003,4,6,2,,0,0,Y,,1684220121105,1,11,wd,1684220121105003,1,,,PLYMOUTH,167680,,1555,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,2,8,,,,83.703000095,201264258311wd,,0,1684220121105003,8,02339,03/03/2025
,,201264258411we,172262012110323646,2012,4,25,1,25,23,646,6,4,1,2,3,0,100,20,1,1,0,7,0,0,40,1,1722620121103001,4,6,1,1,15,11.5,Y,1,1722620121103,6,11,we,1722620121103001,1,7,1,BARNSTABLE,,,1440,,1,1,8,1,1,,,,29MAR201315:43,2,,,6,1,,,,15.906707023,201264258411we,,0,1722620121103001,8,02664,03/03/2025
HADDOCK,POLLOCK,201264258411we,172262012110323646,2012,4,25,23,25,23,646,6,4,1,2,3,0,12,3,1,1,0,6,0,1,40,2,1722620121103002,4,6,1,1,11,11.5,Y,1,1722620121103,6,11,we,1722620121103001,1,,,PLYMOUTH,164727,164744,1445,,1,1,8,1,1,,,,29MAR201315:43,2,8791030901,8791031301,6,1,,,,15.906707023,201264258411we,,0,1722620121103002,8,02359,03/03/2025
