PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,LICENSE,HRS_DTD,DATE1,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,MONITOR,COMPFLAG,AGE,ART_REEF,REEFCODE,SEX,TOURN,TURTLE,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,FLORIDA POMPANO,200916128301wd,15342200901149137,2009,6,12,9,12,9,137,1,3,1,1,2,0,60,18,1,1,5,1,0,0,,,1534220090114001,6,1,1,,,,Y,,1534220090114,,01,wd,1534220090114001,2,,,BREVARD,1148,168708,0,1,1,1,8,1,1,,1,,20FEB200908:17,1,8835280901,,,,,,,,,,,,,,4916.9551346,200916128301wd,,0,1534220090114001,8,32952,03/03/2025
,,200916128301wd,15342200901149137,2009,0,17,31,12,9,137,1,3,1,1,3.5,0,20,12,1,1,3,0,0,0,,,1534220090114002,6,1,2,,,,O,,1534220090114,,01,wd,1534220090114002,2,,,,1412,0,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,4522.2234534,200916128301wd,,0,1534220090114002,8,60453,03/03/2025
,REQUIEM SHARK,200916128301wd,15342200901149137,2009,6,12,9,12,9,137,1,3,1,1,6,0,200,16,2,1,2,4,0,0,,,1534220090114003,6,1,1,,,,Y,,1534220090114,,01,wd,1534220090114003,2,2,0,BREVARD,1434,160178,0,1,1,1,8,2,1,,2,,20FEB200908:17,1,8708020000,,,,,,,,,,,,,,4916.9551346,200916128301wd,,0,1534220090114003,8,32952,03/03/2025
,,200916128301wd,15342200901149137,2009,0,26,145,12,9,137,1,3,1,1,6.5,0,4,4,1,1,5,0,0,0,,,1534220090114004,6,1,2,,,,O,,1534220090114,,01,wd,1534220090114004,2,,,,1447,0,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,4522.2234534,200916128301wd,,0,1534220090114004,8,48603,03/03/2025
,,200916128301wd,15342200901149137,2009,6,12,9,12,9,137,1,3,1,1,3,0,12,12,2,1,3,0,0,0,,,1534220090114005,6,1,2,,,,Y,,1534220090114,,01,wd,1534220090114005,2,,,BREVARD,1516,0,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,4916.9551346,200916128301wd,,0,1534220090114005,8,32931,03/03/2025
,,200916128301wd,15342200901149137,2009,5,42,55,12,9,137,1,3,1,1,2.5,0,2,2,1,1,2,0,0,0,,,1534220090114006,6,1,2,,,,O,,1534220090114,,01,wd,1534220090114006,2,,,,1520,0,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,4522.2234534,200916128301wd,,0,1534220090114006,8,17201,03/03/2025
,,200916128301wd,15342200901149137,2009,6,12,95,12,9,137,1,3,1,1,1,,1,0,2,1,0,0,0,0,,,1534220090114007,6,1,2,,,,Y,,1534220090114,,01,wd,1534220090114007,,,,ORANGE,1524,0,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,4916.9551346,200916128301wd,,0,1534220090114007,8,32822,03/03/2025
,,200916128301wd,15342200901149137,2009,7,1,103,12,9,137,1,3,1,1,1,,0,0,2,1,0,0,0,0,,,1534220090114008,6,1,2,,,,O,,1534220090114,,01,wd,1534220090114008,,,,,1529,0,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,4522.2234534,200916128301wd,,0,1534220090114008,8,35607,03/03/2025
,,200916128301wd,15342200901149137,2009,6,12,117,12,9,137,1,3,1,1,1,,0,0,2,1,0,0,0,0,,,1534220090114009,6,1,2,,,,Y,,1534220090114,,01,wd,1534220090114009,,,,SEMINOLE,1530,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,4916.9551346,200916128301wd,,0,1534220090114009,8,32714,03/03/2025
,,200916128301wd,15342200901149137,2009,0,99,998,12,9,137,1,3,1,1,4,0,0,0,1,1,3,0,0,0,,,1534220090114010,6,1,2,,,,O,,1534220090114,,01,wd,1534220090114010,2,,,,1548,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,4522.2234534,200916128301wd,,0,1534220090114010,8,99997,03/03/2025
,,200916128301wd,15342200901149137,2009,0,99,998,12,9,137,1,3,1,1,4,0,0,0,1,1,2,0,0,0,,,1534220090114011,6,1,2,,,,O,,1534220090114,,01,wd,1534220090114011,2,,,,1549,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,4522.2234534,200916128301wd,,0,1534220090114011,8,99997,03/03/2025
,,200916128301wd,15342200901149137,2009,6,12,9,12,9,137,1,3,1,1,3,0,120,30,2,1,3,0,0,0,,,1534220090114012,6,1,2,,,,Y,,1534220090114,,01,wd,1534220090114012,2,,,BREVARD,1555,0,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,4916.9551346,200916128301wd,,0,1534220090114012,8,32952,03/03/2025
,,200916128301wd,15342200901149137,2009,0,27,137,12,9,137,1,3,1,1,2,0,0,0,1,1,2,0,0,0,,,1534220090114013,6,1,2,,,,O,,1534220090114,,01,wd,1534220090114013,2,,,,1701,0,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,4522.2234534,200916128301wd,,0,1534220090114013,8,55806,03/03/2025
,BLACK DRUM,200916128301wd,15342200901149137,2009,6,12,117,12,9,137,1,3,1,1,5,0,25,6,2,1,2,1,0,0,,,1534220090114014,6,1,1,,,,Y,,1534220090114,,01,wd,1534220090114014,2,,,SEMINOLE,1713,169288,0,1,1,1,8,1,1,,2,,20FEB200908:17,1,8835440801,,,,,,,,,,,,,,4916.9551346,200916128301wd,,0,1534220090114014,8,32792,03/03/2025
,BLACK DRUM,200916128301wd,15342200901149137,2009,6,12,117,12,9,137,1,3,1,1,5,0,25,6,2,1,2,0,0,0,,,1534220090114015,6,1,2,,,,Y,,1534220090114,,01,wd,1534220090114015,2,,,SEMINOLE,1714,169288,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,8835440801,,,,,,,,,,,,,,4916.9551346,200916128301wd,,0,1534220090114015,8,32792,03/03/2025
,,200916128301wd,15342200901239197,2009,6,12,9,12,9,197,1,3,1,1,4.5,,70,24,1,1,0,0,0,0,,,1534220090123001,6,1,2,,,,Y,,1534220090123,,01,wd,1534220090123001,,,,BREVARD,1051,0,0,1,1,1,8,1,8,,1,,20FEB200908:17,1,,,,,,,,,,,,,,,8442.3678357,200916128301wd,,0,1534220090123001,8,32922,03/03/2025
,REQUIEM SHARK,200916128301wd,15342200901239197,2009,6,12,9,12,9,197,1,3,1,1,6,,250,50,2,1,0,0,0,0,,,1534220090123002,6,1,2,,,,Y,,1534220090123,,01,wd,1534220090123002,,,,BREVARD,1123,160178,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,8708020000,,,,,,,,,,,,,,8442.3678357,200916128301wd,,0,1534220090123002,8,32952,03/03/2025
,,200916128301wd,15342200901239197,2009,0,55,73,12,9,197,1,3,1,1,3.5,,2,2,1,1,0,0,0,0,,,1534220090123003,6,1,2,,,,O,,1534220090123,,01,wd,1534220090123003,,,,,1323,0,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,7764.6170819,200916128301wd,,0,1534220090123003,8,54401,03/03/2025
,,200916128301wd,15342200901239197,2009,6,12,95,12,9,197,1,3,1,1,2,,25,10,2,1,0,0,0,0,,,1534220090123004,6,1,2,,,,Y,,1534220090123,,01,wd,1534220090123004,,,,ORANGE,1423,0,0,1,1,1,8,2,8,,1,,20FEB200908:17,1,,,,,,,,,,,,,,,8442.3678357,200916128301wd,,0,1534220090123004,8,32822,03/03/2025
,,200916128301wd,15342200901239197,2009,0,17,31,12,9,197,1,3,1,1,2,,0,0,2,1,0,0,0,0,,,1534220090123005,6,1,2,,,,O,,1534220090123,,01,wd,1534220090123005,,,,,1448,0,0,1,1,1,8,1,8,,1,,20FEB200908:17,1,,,,,,,,,,,,,,,7764.6170819,200916128301wd,,0,1534220090123005,8,60017,03/03/2025
,,200916128301wd,15342200901239197,2009,5,51,165,12,9,197,1,3,1,1,2,,3,3,2,1,0,0,0,0,,,1534220090123006,6,1,2,,,,O,,1534220090123,,01,wd,1534220090123006,,,,,1552,0,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,7764.6170819,200916128301wd,,0,1534220090123006,8,99998,03/03/2025
,SHEEPSHEAD,200916128301wd,15342200901239197,2009,6,12,95,12,9,197,1,3,1,1,3,0,100,4,1,1,1,0,0,0,,,1534220090123007,6,1,2,,,,Y,,1534220090123,,01,wd,1534220090123007,2,,,ORANGE,1603,169189,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,8835430301,,,,,,,,,,,,,,8442.3678357,200916128301wd,,0,1534220090123007,8,99998,03/03/2025
,SHEEPSHEAD,200916128301wd,15342200901239197,2009,6,12,95,12,9,197,1,3,1,1,3,,100,4,1,1,0,0,0,0,,,1534220090123008,6,1,2,,,,Y,,1534220090123,,01,wd,1534220090123008,,,,ORANGE,1604,169189,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,8835430301,,,,,,,,,,,,,,8442.3678357,200916128301wd,,0,1534220090123008,8,99998,03/03/2025
,SHEEPSHEAD,200916128301wd,15342200901239197,2009,4,25,15,12,9,197,1,3,1,1,1,,15,0,1,1,0,0,0,0,,,1534220090123009,6,1,2,,,,O,,1534220090123,,01,wd,1534220090123009,,,,,1615,169189,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,8835430301,,,,,,,,,,,,,,7764.6170819,200916128301wd,,0,1534220090123009,8,01033,03/03/2025
,,200916128301wd,15342200901239197,2009,5,51,165,12,9,197,1,3,1,1,2.5,,8,3,2,1,0,0,0,0,,,1534220090123010,6,1,2,,,,O,,1534220090123,,01,wd,1534220090123010,,,,,1635,0,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,7764.6170819,200916128301wd,,0,1534220090123010,8,99998,03/03/2025
KINGFISH GENUS,FLORIDA POMPANO,200916128302wd,15342200902119299,2009,6,12,127,12,9,299,5,3,1,1,3.5,0,30,0,2,1,0,0,0,0,,,1534220090211001,6,1,2,,,,Y,,1534220090211,,02,wd,1534220090211001,,,,VOLUSIA,937,168708,169273,1,1,1,8,1,8,,2,,20MAR200913:40,1,8835280901,8835440600,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211001,8,32132,03/03/2025
,,200916128302wd,15342200902119299,2009,6,12,9,12,9,299,5,3,1,1,3,0,2,2,2,1,0,0,0,0,,,1534220090211002,6,1,2,,,,Y,,1534220090211,,02,wd,1534220090211002,,,,BREVARD,1047,0,0,1,1,1,8,1,8,,1,,20MAR200913:40,1,,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211002,8,32754,03/03/2025
KINGFISH GENUS,FLORIDA POMPANO,200916128302wd,15342200902119299,2009,0,26,145,12,9,299,5,3,1,1,3,0,7,1,1,1,0,0,0,0,,,1534220090211003,6,1,2,,,,O,,1534220090211,,02,wd,1534220090211003,,,,,1058,168708,169273,1,1,1,8,1,8,,1,,20MAR200913:40,1,8835280901,8835440600,,,,,,,,,,,,,9576.808034,200916128302wd,,0,1534220090211003,8,48415,03/03/2025
KINGFISH GENUS,FLORIDA POMPANO,200916128302wd,15342200902119299,2009,5,24,5,12,9,299,5,3,1,1,3,0,0,0,1,1,1,0,0,0,,,1534220090211004,6,1,2,,,,O,,1534220090211,,02,wd,1534220090211004,2,,,BALTIMORE,1059,168708,169273,1,1,1,8,2,8,,1,,20MAR200913:40,1,8835280901,8835440600,,,,,,,,,,,,,9576.808034,200916128302wd,,0,1534220090211004,8,99998,03/03/2025
,,200916128302wd,15342200902119299,2009,0,54,27,12,9,299,5,3,1,1,8,0,0,0,1,1,0,0,0,0,,,1534220090211005,6,1,2,,,,O,,1534220090211,,02,wd,1534220090211005,,,,,1112,0,0,1,1,1,8,1,8,,1,,20MAR200913:40,1,,,,,,,,,,,,,,,9576.808034,200916128302wd,,0,1534220090211005,8,99998,03/03/2025
,,200916128302wd,15342200902119299,2009,0,54,27,12,9,299,5,3,1,1,8,0,0,0,1,1,0,0,0,0,,,1534220090211006,6,1,2,,,,O,,1534220090211,,02,wd,1534220090211006,,,,,1113,0,0,1,1,1,8,2,8,,1,,20MAR200913:40,1,,,,,,,,,,,,,,,9576.808034,200916128302wd,,0,1534220090211006,8,99998,03/03/2025
,,200916128302wd,15342200902119299,2009,6,12,127,12,9,299,5,3,1,1,3,0,100,20,2,1,2,4,0,0,,,1534220090211007,6,1,1,,,,Y,,1534220090211,,02,wd,1534220090211007,2,,,VOLUSIA,1129,0,0,1,1,1,8,1,1,,1,,20MAR200913:40,1,,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211007,8,99998,03/03/2025
,BLUEFISH,200916128302wd,15342200902119299,2009,6,12,117,12,9,299,5,3,1,1,3.5,0,998,6,1,1,1,7,0,0,,,1534220090211008,6,1,1,,,,Y,,1534220090211,,02,wd,1534220090211008,2,3,0,SEMINOLE,1151,168559,0,1,1,1,8,1,1,,2,,20MAR200913:40,1,8835250101,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211008,8,32771,03/03/2025
,,200916128302wd,15342200902119299,2009,6,12,9,12,9,299,5,3,1,1,1,0,30,5,1,1,0,0,0,0,,,1534220090211009,6,1,2,,,,Y,,1534220090211,,02,wd,1534220090211009,,,,BREVARD,1157,0,0,1,1,1,8,1,8,,1,,20MAR200913:40,1,,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211009,8,32952,03/03/2025
,,200916128302wd,15342200902119299,2009,6,12,9,12,9,299,5,3,1,1,1,0,20,5,1,1,0,0,0,0,,,1534220090211010,6,1,2,,,,Y,,1534220090211,,02,wd,1534220090211010,,,,BREVARD,1158,0,0,1,1,1,8,2,8,,1,,20MAR200913:40,1,,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211010,8,32952,03/03/2025
,KINGFISH GENUS,200916128302wd,15342200902119299,2009,6,12,95,12,9,299,5,3,1,1,2.5,0,8,1,2,3,0,6,0,0,,,1534220090211011,6,1,1,,,,Y,,1534220090211,,02,wd,1534220090211011,2,1,0,ORANGE,1210,169273,0,1,1,1,2,1,2,,1,,20MAR200913:40,1,8835440600,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211011,8,32822,03/03/2025
,KINGFISH GENUS,200916128302wd,15342200902119299,2009,6,12,95,12,9,299,5,3,1,1,2.5,0,8,1,2,0,0,0,1,0,,,1534220090211012,6,1,3,,,,Y,,1534220090211,,02,wd,1534220090211011,,,,ORANGE,1211,169273,0,1,1,1,8,2,8,,2,,20MAR200913:40,1,8835440600,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211011,8,32822,03/03/2025
,KINGFISH GENUS,200916128302wd,15342200902119299,2009,6,12,95,12,9,299,5,3,1,1,2.5,0,8,1,2,0,0,0,1,0,,,1534220090211013,6,1,3,,,,Y,,1534220090211,,02,wd,1534220090211011,,,,ORANGE,1212,169273,0,1,1,1,8,2,8,,2,,20MAR200913:40,1,8835440600,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211011,8,32822,03/03/2025
,FLORIDA POMPANO,200916128302wd,15342200902119299,2009,6,12,9,12,9,299,5,3,1,1,4,0,3,3,2,3,1,5,0,0,,,1534220090211014,6,1,1,,,,Y,,1534220090211,,02,wd,1534220090211014,2,,,BREVARD,1227,168708,0,1,1,1,2,1,2,,1,,20MAR200913:40,1,8835280901,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211014,8,32754,03/03/2025
,FLORIDA POMPANO,200916128302wd,15342200902119299,2009,6,12,9,12,9,299,5,3,1,1,4,0,3,3,2,0,2,0,1,0,,,1534220090211015,6,1,3,,,,Y,,1534220090211,,02,wd,1534220090211014,2,,,BREVARD,1228,168708,0,1,1,1,8,2,8,,1,,20MAR200913:40,1,8835280901,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211014,8,32754,03/03/2025
,FLORIDA POMPANO,200916128302wd,15342200902119299,2009,6,12,9,12,9,299,5,3,1,1,4,0,3,3,2,0,0,0,1,0,,,1534220090211016,6,1,3,,,,Y,,1534220090211,,02,wd,1534220090211014,,,,BREVARD,1229,168708,0,1,1,1,8,2,8,,2,,20MAR200913:40,1,8835280901,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211014,8,32754,03/03/2025
,FLORIDA POMPANO,200916128302wd,15342200902119299,2009,6,12,95,12,9,299,5,3,1,1,6,0,998,10,2,1,0,3,0,0,,,1534220090211017,6,1,1,,,,Y,,1534220090211,,02,wd,1534220090211017,2,3,0,ORANGE,1237,168708,0,1,1,1,8,2,1,,2,,20MAR200913:40,1,8835280901,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211017,8,32826,03/03/2025
,FLORIDA POMPANO,200916128302wd,15342200902119299,2009,6,12,95,12,9,299,5,3,1,1,6,0,998,10,2,1,0,0,0,0,,,1534220090211018,6,1,2,,,,Y,,1534220090211,,02,wd,1534220090211018,,,,ORANGE,1238,168708,0,1,1,1,8,2,8,,2,,20MAR200913:40,1,8835280901,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211018,8,32826,03/03/2025
,,200916128302wd,15342200902119299,2009,5,42,129,12,9,299,5,3,1,1,4,0,1,0,2,1,1,0,0,0,,,1534220090211019,6,1,2,,,,O,,1534220090211,,02,wd,1534220090211019,2,,,,1240,0,0,1,1,1,8,1,8,,1,,20MAR200913:40,1,,,,,,,,,,,,,,,9576.808034,200916128302wd,,0,1534220090211019,8,15601,03/03/2025
,,200916128302wd,15342200902119299,2009,6,12,95,12,9,299,5,3,1,1,5.5,0,50,4,2,1,1,3,0,0,,,1534220090211020,6,1,1,,,,Y,,1534220090211,,02,wd,1534220090211020,2,,,ORANGE,1248,0,0,1,1,1,8,1,1,,2,,20MAR200913:40,1,,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211020,8,32818,03/03/2025
,,200916128302wd,15342200902119299,2009,6,12,95,12,9,299,5,3,1,1,5.5,0,30,4,2,1,0,0,0,0,,,1534220090211021,6,1,2,,,,Y,,1534220090211,,02,wd,1534220090211021,,,,ORANGE,1249,0,0,1,1,1,8,2,8,,2,,20MAR200913:40,1,,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211021,8,32818,03/03/2025
,,200916128302wd,15342200902119299,2009,4,23,1,12,9,299,5,3,1,1,1,2,7,5,2,1,0,0,0,0,,,1534220090211022,6,1,2,,,,O,,1534220090211,,02,wd,1534220090211022,,,,ANDROSCOGGIN,1308,0,0,1,1,1,8,1,8,,1,,20MAR200913:40,1,,,,,,,,,,,,,,,9576.808034,200916128302wd,,0,1534220090211022,8,04222,03/03/2025
,,200916128302wd,15342200902119299,2009,6,12,9,12,9,299,5,3,1,1,3,3,100,40,2,1,0,0,0,0,,,1534220090211023,6,1,2,,,,Y,,1534220090211,,02,wd,1534220090211023,,,,BREVARD,1321,0,0,1,1,1,8,1,8,,1,,20MAR200913:40,1,,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211023,8,32754,03/03/2025
,KINGFISH GENUS,200916128302wd,15342200902119299,2009,0,35,13,12,9,299,5,3,1,1,1,1,0,0,1,1,0,0,0,0,,,1534220090211024,6,1,2,,,,O,,1534220090211,,02,wd,1534220090211024,,,,,1336,169273,0,1,1,1,8,2,8,,1,,20MAR200913:40,1,8835440600,,,,,,,,,,,,,,9576.808034,200916128302wd,,0,1534220090211024,8,99998,03/03/2025
FLORIDA POMPANO,KINGFISH GENUS,200916128302wd,15342200902119299,2009,5,51,33,12,9,299,5,3,1,1,4.5,3.5,40,15,1,1,0,0,0,0,,,1534220090211025,6,1,2,,,,O,,1534220090211,,02,wd,1534220090211025,,,,CAROLINE,1350,169273,168708,1,1,1,8,1,8,,1,,20MAR200913:40,1,8835440600,8835280901,,,,,,,,,,,,,9576.808034,200916128302wd,,0,1534220090211025,8,99998,03/03/2025
FLORIDA POMPANO,KINGFISH GENUS,200916128302wd,15342200902119299,2009,5,51,35,12,9,299,5,3,1,1,4.5,3.5,40,15,1,1,0,0,0,0,,,1534220090211026,6,1,2,,,,O,,1534220090211,,02,wd,1534220090211026,,,,,1351,169273,168708,1,1,1,8,2,8,,1,,20MAR200913:40,1,8835440600,8835280901,,,,,,,,,,,,,9576.808034,200916128302wd,,0,1534220090211026,8,24343,03/03/2025
,KINGFISH GENUS,200916128302wd,15342200902119299,2009,6,12,95,12,9,299,5,3,1,1,7,1,998,8,1,2,1,3,0,0,,,1534220090211027,6,1,1,,,,Y,,1534220090211,,02,wd,1534220090211027,2,,,ORANGE,1355,169273,0,1,1,1,2,1,2,,2,,20MAR200913:40,1,8835440600,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211027,8,32792,03/03/2025
,KINGFISH GENUS,200916128302wd,15342200902119299,2009,6,12,95,12,9,299,5,3,1,1,7,1,998,8,1,0,0,0,1,0,,,1534220090211028,6,1,3,,,,Y,,1534220090211,,02,wd,1534220090211027,,,,ORANGE,1356,169273,0,1,1,1,8,2,8,,2,,20MAR200913:40,1,8835440600,,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211027,8,32792,03/03/2025
FLORIDA POMPANO,KINGFISH GENUS,200916128302wd,15342200902119299,2009,6,12,9,12,9,299,5,3,1,1,4,0,70,6,1,1,2,4,0,0,,,1534220090211029,6,1,1,,,,Y,,1534220090211,,02,wd,1534220090211029,2,,,BREVARD,1416,169273,168708,1,1,1,8,1,1,,2,,20MAR200913:40,1,8835440600,8835280901,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211029,8,32926,03/03/2025
FLORIDA POMPANO,KINGFISH GENUS,200916128302wd,15342200902119299,2009,6,12,9,12,9,299,5,3,1,1,4,0,70,0,1,1,1,0,0,0,,,1534220090211030,6,1,2,,,,Y,,1534220090211,,02,wd,1534220090211030,2,,,BREVARD,1417,169273,168708,1,1,1,8,2,8,,1,,20MAR200913:40,1,8835440600,8835280901,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211030,8,32952,03/03/2025
FLORIDA POMPANO,KINGFISH GENUS,200916128302wd,15342200902119299,2009,6,12,9,12,9,299,5,3,1,1,2,0,30,14,1,1,2,0,0,0,,,1534220090211031,6,1,2,,,,Y,,1534220090211,,02,wd,1534220090211031,2,,,BREVARD,1418,169273,168708,1,1,1,8,2,8,,1,,20MAR200913:40,1,8835440600,8835280901,,,,,,,,,,,,,10412.739645,200916128302wd,,0,1534220090211031,8,32952,03/03/2025
FLORIDA POMPANO,BLUEFISH,200916128302wd,15342200902176174,2009,6,12,9,12,61,74,2,3,1,1,4,0,100,0,1,2,1,7,0,0,,,1534220090217001,6,1,1,,,,Y,,1534220090217,,02,wd,1534220090217001,2,7,0,BREVARD,1117,168559,168708,1,1,1,2,1,2,,1,,20MAR200913:40,1,8835250101,8835280901,,,,,,,,,,,,,8379.0250445,200916128302wd,,0,1534220090217001,8,32937,03/03/2025
FLORIDA POMPANO,BLUEFISH,200916128302wd,15342200902176174,2009,5,34,3,12,61,74,2,3,1,1,4,0,4,0,1,0,2,0,1,0,,,1534220090217002,6,1,3,,,,O,,1534220090217,,02,wd,1534220090217001,2,,,BERGEN,1118,168559,168708,1,1,1,8,2,8,,1,,20MAR200913:40,1,8835250101,8835280901,,,,,,,,,,,,,7706.359431,200916128302wd,,0,1534220090217001,8,07071,03/03/2025
,,200916128302wd,15342200902176174,2009,0,17,115,12,61,74,2,3,1,1,3,0,7,7,1,1,1,0,0,0,,,1534220090217003,6,1,2,,,,O,,1534220090217,,02,wd,1534220090217003,2,,,,1148,0,0,1,1,1,8,1,8,,1,,20MAR200913:40,1,,,,,,,,,,,,,,,7706.359431,200916128302wd,,0,1534220090217003,8,99998,03/03/2025
,SHEEPSHEAD,200916128302wd,15342200902176174,2009,6,12,61,12,61,74,2,3,1,1,1,,998,5,2,1,0,0,0,0,,,1534220090217004,6,1,2,,,,Y,,1534220090217,,02,wd,1534220090217004,,,,INDIAN RIVER,1213,169189,0,1,1,1,8,2,8,,2,,20MAR200913:40,1,8835430301,,,,,,,,,,,,,,8379.0250445,200916128302wd,,0,1534220090217004,8,32960,03/03/2025
,LEFTEYE FLOUNDER GENUS,200916128302wd,15342200902176174,2009,5,51,41,12,61,74,2,3,1,1,5,0,998,25,2,1,0,8,0,0,,,1534220090217005,6,1,1,,,,O,,1534220090217,,02,wd,1534220090217005,2,8,0,CHESTERFIELD,1238,172734,0,1,1,1,8,2,1,,1,,20MAR200913:40,1,8857030300,,,,,,,,,,,,,,7706.359431,200916128302wd,,0,1534220090217005,8,23112,03/03/2025
,COMMON SNOOK,200916128302wd,15342200902176174,2009,4,9,7,12,61,74,2,3,1,1,3,,100,40,2,1,0,0,0,0,,,1534220090217006,6,1,2,,,,O,,1534220090217,,02,wd,1534220090217006,,,,MIDDLESEX,1249,167648,0,1,1,1,8,1,8,,1,,20MAR200913:40,1,8835010105,,,,,,,,,,,,,,7706.359431,200916128302wd,,0,1534220090217006,8,99998,03/03/2025
,COMMON SNOOK,200916128302wd,15342200902176174,2009,4,9,5,12,61,74,2,3,1,1,3,,24,24,2,1,0,0,0,0,,,1534220090217007,6,1,2,,,,O,,1534220090217,,02,wd,1534220090217007,,,,LITCHFIELD,1250,167648,0,1,1,1,8,2,8,,1,,20MAR200913:40,1,8835010105,,,,,,,,,,,,,,7706.359431,200916128302wd,,0,1534220090217007,8,06057,03/03/2025
,,200916128302wd,15342200902176174,2009,7,12,105,12,61,74,2,3,1,1,10.5,0,998,3,2,1,0,2,0,0,,,1534220090217008,6,1,1,,,,O,,1534220090217,,02,wd,1534220090217008,2,5,0,POLK,1332,0,0,1,1,1,8,1,1,,2,,20MAR200913:40,1,,,,,,,,,,,,,,,7706.359431,200916128302wd,,0,1534220090217008,8,33881,03/03/2025
,LEFTEYE FLOUNDER GENUS,200916128302wd,15342200902176174,2009,0,26,143,12,61,74,2,3,1,1,4.5,0,30,10,2,1,1,3,0,0,,,1534220090217009,6,1,1,,,,O,,1534220090217,,02,wd,1534220090217009,2,,,,1340,172734,0,1,1,1,8,1,1,,1,,20MAR200913:40,1,8857030300,,,,,,,,,,,,,,7706.359431,200916128302wd,,0,1534220090217009,8,48651,03/03/2025
,,200916128302wd,15342200902176174,2009,6,12,9,12,61,74,2,3,1,1,2,0,2,1,1,1,1,0,0,0,,,1534220090217010,6,1,2,,,,Y,,1534220090217,,02,wd,1534220090217010,2,,,BREVARD,1359,0,0,1,1,1,8,1,8,,1,,20MAR200913:40,1,,,,,,,,,,,,,,,8379.0250445,200916128302wd,,0,1534220090217010,8,32976,03/03/2025
