PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,TELEFON,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TSN1,TSN2,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,DATE1,DIST,PRIM1,PRIM2,MODE2001,MONITOR,COMPFLAG,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
BLACK DRUM,SHEEPSHEAD,201316128302we,15112201302031271819,2013,6,12,127,12,127,1819,2,3,1,1,3.5,0,15,1,0,1,0,1,0,,,1511220130203002,6,1,3,,,,,Y,,1511220130203,,02,we,1511220130203001,2,,,VOLUSIA,169189,169288,1310,1,1,1,8,2,8,,,22MAR201307:43,1,8835430301,8835440801,,,,,,10290.397296,201316128302we,,0,1511220130203001,8,32713,03/03/2025
,,201316128302we,15112201302031271819,2013,6,12,95,12,127,1819,2,3,1,1,2,,6,3,1,0,0,0,0,,,1511220130203003,6,1,2,,,,,Y,,1511220130203,,02,we,1511220130203003,,,,ORANGE,,,1320,1,1,1,8,1,8,,,22MAR201307:43,1,,,,,,,,10290.397296,201316128302we,,0,1511220130203003,8,32703,03/03/2025
,,201316128302we,15112201302031271819,2013,6,12,95,12,127,1819,2,3,1,1,5,0,180,3,1,2,2,0,0,,,1511220130203004,6,1,1,,,,,Y,,1511220130203,,02,we,1511220130203004,2,1,0,ORANGE,,,1335,1,1,1,8,2,1,,,22MAR201307:43,1,,,,,,,,10290.397296,201316128302we,,0,1511220130203004,8,32808,03/03/2025
,,201316128302we,15112201302031271819,2013,6,12,95,12,127,1819,2,3,1,1,5,,23,3,1,0,0,0,0,,,1511220130203005,6,1,2,,,,,Y,,1511220130203,,02,we,1511220130203005,,,,ORANGE,,,1336,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,10290.397296,201316128302we,,0,1511220130203005,8,32811,03/03/2025
,,201316128302we,15112201302031271819,2013,6,12,97,12,127,1819,2,3,1,1,5,,23,3,1,0,0,0,0,,,1511220130203006,6,1,2,,,,,Y,,1511220130203,,02,we,1511220130203006,,,,OSCEOLA,,,1337,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,10290.397296,201316128302we,,0,1511220130203006,8,34744,03/03/2025
,,201316128302we,15112201302031271819,2013,6,12,69,12,127,1819,2,3,1,1,6.5,0,70,9,1,1,3,0,0,,,1511220130203007,6,1,1,,,,,Y,,1511220130203,,02,we,1511220130203007,2,2,0,LAKE,,,1341,1,1,1,8,2,1,,,22MAR201307:43,1,,,,,,,,10290.397296,201316128302we,,0,1511220130203007,8,32776,03/03/2025
SHEEPSHEAD,FLORIDA POMPANO,201316128302we,15112201302031271819,2013,6,12,127,12,127,1819,2,3,1,1,3.5,,35,3,1,0,0,0,0,,,1511220130203008,6,1,2,,,,,Y,,1511220130203,,02,we,1511220130203008,,,,VOLUSIA,168708,169189,1346,1,1,1,8,1,8,,,22MAR201307:43,1,8835280901,8835430301,,,,,,10290.397296,201316128302we,,0,1511220130203008,8,99998,03/03/2025
,,201316128302we,15112201302031271819,2013,6,12,117,12,127,1819,2,3,1,1,1.5,,0,0,1,0,0,0,0,,,1511220130203009,6,1,2,,,,,Y,,1511220130203,,02,we,1511220130203009,,,,SEMINOLE,,,1406,1,1,1,8,1,8,,,22MAR201307:43,1,,,,,,,,10290.397296,201316128302we,,0,1511220130203009,8,32714,03/03/2025
,,201316128302we,15112201302031271819,2013,6,12,69,12,127,1819,1,3,1,1,6,0,50,7,2,1,2,0,0,,,1511220130203010,6,1,1,,,,,Y,,1511220130203,,02,we,1511220130203010,2,1,0,LAKE,,,1414,1,1,1,2,2,2,,,22MAR201307:43,1,,,,,,,,10290.397296,201316128302we,,0,1511220130203010,8,32735,03/03/2025
,,201316128302we,15112201302031271819,2013,6,12,69,12,127,1819,1,3,1,1,6,0,50,7,0,1,0,1,0,,,1511220130203011,6,1,3,,,,,Y,,1511220130203,,02,we,1511220130203010,2,,,LAKE,,,1415,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,10290.397296,201316128302we,,0,1511220130203010,8,32735,03/03/2025
,LEFTEYE FLOUNDER GENUS,201316128302we,15112201302031271819,2013,6,12,69,12,127,1819,1,3,1,1,5,0,17,8,1,3,0,0,0,,,1511220130203012,6,1,2,,,,,Y,,1511220130203,,02,we,1511220130203012,2,0,20,LAKE,172734,,1433,1,1,1,8,1,8,,,22MAR201307:43,1,8857030300,,,,,,,10290.397296,201316128302we,,0,1511220130203012,8,32757,03/03/2025
,LEFTEYE FLOUNDER GENUS,201316128302we,15112201302031271819,2013,6,12,69,12,127,1819,1,3,1,1,5,,30,12,1,0,0,0,0,,,1511220130203013,6,1,2,,,,,Y,,1511220130203,,02,we,1511220130203013,,,,LAKE,172734,,1434,1,1,1,8,2,8,,,22MAR201307:43,1,8857030300,,,,,,,10290.397296,201316128302we,,0,1511220130203013,8,32757,03/03/2025
,BLACK DRUM,201316128302we,15112201302031271819,2013,6,12,117,12,127,1819,2,3,1,1,0.5,,6,4,1,0,0,0,0,,,1511220130203014,6,1,2,,,,,Y,,1511220130203,,02,we,1511220130203014,,,,SEMINOLE,169288,,1446,1,1,1,8,1,8,,,22MAR201307:43,1,8835440801,,,,,,,10290.397296,201316128302we,,0,1511220130203014,8,32732,03/03/2025
,BLACK DRUM,201316128302we,15112201302031271819,2013,6,12,117,12,127,1819,2,3,1,1,0.5,,6,4,1,0,0,0,0,,,1511220130203015,6,1,2,,,,,Y,,1511220130203,,02,we,1511220130203015,,,,SEMINOLE,169288,,1447,1,1,1,8,2,8,,,22MAR201307:43,1,8835440801,,,,,,,10290.397296,201316128302we,,0,1511220130203015,8,32732,03/03/2025
CREVALLE JACK,SHEEPSHEAD,201316128302we,15112201302031271819,2013,6,12,95,12,127,1819,2,3,1,1,7,0,2,0,2,1,5,0,0,,,1511220130203016,6,1,1,,,,,Y,,1511220130203,,02,we,1511220130203016,2,3,0,ORANGE,169189,168609,1713,1,1,1,2,2,2,,,22MAR201307:43,1,8835430301,8835280303,,,,,,10290.397296,201316128302we,,0,1511220130203016,8,32712,03/03/2025
CREVALLE JACK,SHEEPSHEAD,201316128302we,15112201302031271819,2013,6,12,95,12,127,1819,2,3,1,1,7,0,2,0,0,1,0,1,0,,,1511220130203017,6,1,3,,,,,Y,,1511220130203,,02,we,1511220130203016,2,,,ORANGE,169189,168609,1714,1,1,1,8,2,8,,,22MAR201307:43,1,8835430301,8835280303,,,,,,10290.397296,201316128302we,,0,1511220130203016,8,32712,03/03/2025
,RED DRUM,201316128302we,15112201302031271819,2013,6,12,35,12,127,1819,2,3,1,1,4,0,100,60,1,2,1,0,0,,,1511220130203018,6,1,1,,,,,Y,,1511220130203,,02,we,1511220130203018,2,,,FLAGLER,169290,,1733,1,1,1,8,1,1,,,22MAR201307:43,1,8835440901,,,,,,,10290.397296,201316128302we,,0,1511220130203018,8,32136,03/03/2025
,RED DRUM,201316128302we,15112201302031271819,2013,6,12,127,12,127,1819,2,3,1,1,4,0,20,2,1,1,0,0,0,,,1511220130203019,6,1,2,,,,,Y,,1511220130203,,02,we,1511220130203019,2,,,VOLUSIA,169290,,1734,1,1,1,8,2,8,,,22MAR201307:43,1,8835440901,,,,,,,10290.397296,201316128302we,,0,1511220130203019,8,32168,03/03/2025
,,201316128302wd,1511220130205127142,2013,6,12,117,12,127,142,1,3,1,1,4,0,0,0,1,1,0,0,0,,,1511220130205001,6,1,2,,,,,Y,,1511220130205,,02,wd,1511220130205001,2,,,SEMINOLE,,,1154,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,4219.9740216,201316128302wd,,0,1511220130205001,8,32746,03/03/2025
,,201316128302wd,1511220130205127142,2013,6,12,117,12,127,142,1,3,1,1,4,0,0,0,1,1,0,0,0,,,1511220130205002,6,1,2,,,,,Y,,1511220130205,,02,wd,1511220130205002,2,,,SEMINOLE,,,1155,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,4219.9740216,201316128302wd,,0,1511220130205002,8,32746,03/03/2025
BLUEFISH,KINGFISH GENUS,201316128302wd,1511220130205127142,2013,0,39,29,12,127,142,1,3,1,1,3,,9,9,1,0,0,0,0,,,1511220130205003,6,1,2,,,,,O,,1511220130205,,02,wd,1511220130205003,,,,,169273,168559,1157,1,1,1,8,1,8,,,22MAR201307:43,1,8835440600,8835250101,,,,,,3948.232875,201316128302wd,,0,1511220130205003,8,44460,03/03/2025
,,201316128302wd,1511220130205127142,2013,0,26,45,12,127,142,1,3,1,1,3,,12,0,1,0,0,0,0,,,1511220130205004,6,1,2,,,,,O,,1511220130205,,02,wd,1511220130205004,,,,,,,1300,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,3948.232875,201316128302wd,,0,1511220130205004,8,48813,03/03/2025
,,201316128302wd,1511220130205127142,2013,6,12,127,12,127,142,1,3,1,1,2.5,,5,0,1,0,0,0,0,,,1511220130205005,6,1,2,,,,,Y,,1511220130205,,02,wd,1511220130205005,,,,VOLUSIA,,,1315,1,1,1,8,1,8,,,22MAR201307:43,1,,,,,,,,4219.9740216,201316128302wd,,0,1511220130205005,8,32129,03/03/2025
,,201316128302wd,1511220130205127142,2013,6,12,127,12,127,142,1,3,1,1,1.5,,20,3,1,0,0,0,0,,,1511220130205006,6,1,2,,,,,Y,,1511220130205,,02,wd,1511220130205006,,,,VOLUSIA,,,1513,1,1,1,8,1,8,,,22MAR201307:43,1,,,,,,,,4219.9740216,201316128302wd,,0,1511220130205006,8,32738,03/03/2025
,,201316128302wd,1511220130205127142,2013,6,12,127,12,127,142,1,3,1,1,1.5,,20,3,1,0,0,0,0,,,1511220130205007,6,1,2,,,,,Y,,1511220130205,,02,wd,1511220130205007,,,,VOLUSIA,,,1514,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,4219.9740216,201316128302wd,,0,1511220130205007,8,32738,03/03/2025
,KINGFISH GENUS,201316128302wd,1511220130205127142,2013,0,39,99,12,127,142,1,3,1,1,9,0,90,2,1,3,0,0,0,,,1511220130205008,6,1,2,,,,,O,,1511220130205,,02,wd,1511220130205008,2,,,,169273,,1530,1,1,1,8,1,8,,,22MAR201307:43,1,8835440600,,,,,,,3948.232875,201316128302wd,,0,1511220130205008,8,44511,03/03/2025
,KINGFISH GENUS,201316128302wd,1511220130205127142,2013,0,99,998,12,127,142,1,3,1,1,4,0,998,15,1,1,0,0,0,,,1511220130205009,6,1,2,,,,,O,,1511220130205,,02,wd,1511220130205009,2,,,,169273,,1538,1,1,1,8,2,8,,,22MAR201307:43,1,8835440600,,,,,,,3948.232875,201316128302wd,,0,1511220130205009,8,99997,03/03/2025
,,201316128302wd,1511220130205127142,2013,6,12,127,12,127,142,1,3,1,1,2,0,998,50,1,2,4,0,0,,,1511220130205010,6,1,1,,,,,Y,,1511220130205,,02,wd,1511220130205010,2,,,VOLUSIA,,,1549,1,1,1,8,2,1,,,22MAR201307:43,1,,,,,,,,4219.9740216,201316128302wd,,0,1511220130205010,8,32127,03/03/2025
,,201316128302wd,1511220130205127142,2013,0,27,61,12,127,142,1,3,1,1,3,0,3,3,1,1,0,0,0,,,1511220130205011,6,1,2,,,,,O,,1511220130205,,02,wd,1511220130205011,2,,,,,,1555,1,1,1,8,1,8,,,22MAR201307:43,1,,,,,,,,3948.232875,201316128302wd,,0,1511220130205011,8,56636,03/03/2025
,SHEEPSHEAD,201316128302wd,1511220130205127142,2013,6,12,127,12,127,142,1,3,1,1,7,0,50,14,1,0,3,0,0,,,1511220130205012,6,1,1,,,,,Y,,1511220130205,,02,wd,1511220130205012,2,3,0,VOLUSIA,169189,,1613,1,1,1,8,2,1,,,22MAR201307:43,1,8835430301,,,,,,,4219.9740216,201316128302wd,,0,1511220130205012,8,32129,03/03/2025
,LEFTEYE FLOUNDER GENUS,201316128302wd,15112201302151271819,2013,6,12,127,12,127,1819,2,3,1,1,6,0,150,24,2,3,3,0,0,,,1511220130215001,6,1,1,,,,,Y,,1511220130215,,02,wd,1511220130215001,2,0,36,VOLUSIA,172734,,1423,1,1,1,2,1,2,,,22MAR201307:43,1,8857030300,,,,,,,23894.490716,201316128302wd,,0,1511220130215001,8,32720,03/03/2025
,LEFTEYE FLOUNDER GENUS,201316128302wd,15112201302151271819,2013,6,12,127,12,127,1819,2,3,1,1,6,0,5,2,0,1,0,1,0,,,1511220130215002,6,1,3,,,,,Y,,1511220130215,,02,wd,1511220130215001,2,,,VOLUSIA,172734,,1424,1,1,1,8,2,8,,,22MAR201307:43,1,8857030300,,,,,,,23894.490716,201316128302wd,,0,1511220130215001,8,32169,03/03/2025
,LEFTEYE FLOUNDER GENUS,201316128302wd,15112201302151271819,2013,6,12,127,12,127,1819,2,3,1,1,8,0,2,2,1,3,0,0,0,,,1511220130215003,6,1,2,,,,,Y,,1511220130215,,02,wd,1511220130215003,2,,,VOLUSIA,172734,,1435,1,1,1,8,1,8,,,22MAR201307:43,1,8857030300,,,,,,,23894.490716,201316128302wd,,0,1511220130215003,8,32738,03/03/2025
,,201316128302wd,15112201302151271819,2013,5,24,5,12,127,1819,2,3,1,1,2,0,2,2,1,3,0,0,0,,,1511220130215004,6,1,2,,,,,O,,1511220130215,,02,wd,1511220130215004,2,,,BALTIMORE,,,1522,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,22043.285279,201316128302wd,,0,1511220130215004,8,21234,03/03/2025
,BLACK DRUM,201316128302wd,15112201302151271819,2013,6,12,127,12,127,1819,2,3,1,1,5,0,200,12,1,1,2,0,0,,,1511220130215005,6,1,1,,,,,Y,,1511220130215,,02,wd,1511220130215005,2,,,VOLUSIA,169288,,1615,1,1,1,8,1,1,,,22MAR201307:43,1,8835440801,,,,,,,23894.490716,201316128302wd,,0,1511220130215005,8,32141,03/03/2025
,,201316128302wd,15112201302151271819,2013,6,12,127,12,127,1819,2,3,1,1,4,0,47,7,1,3,4,0,0,,,1511220130215006,6,1,1,,,,,Y,,1511220130215,,02,wd,1511220130215006,2,,,VOLUSIA,,,1713,1,1,1,8,2,1,,,22MAR201307:43,1,,,,,,,,23894.490716,201316128302wd,,0,1511220130215006,8,32130,03/03/2025
,,201316128302wd,15112201302151271819,2013,6,12,95,12,127,1819,2,3,1,1,4.5,0,7,2,2,3,10,0,0,,,1511220130215007,6,1,1,,,,,Y,,1511220130215,,02,wd,1511220130215007,2,1,0,ORANGE,,,1751,1,1,1,2,1,2,,,22MAR201307:43,1,,,,,,,,23894.490716,201316128302wd,,0,1511220130215007,8,32805,03/03/2025
,,201316128302wd,15112201302151271819,2013,6,12,95,12,127,1819,2,3,1,1,4.5,0,7,2,0,2,0,1,0,,,1511220130215008,6,1,3,,,,,Y,,1511220130215,,02,wd,1511220130215007,2,,,ORANGE,,,1752,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,23894.490716,201316128302wd,,0,1511220130215007,8,32805,03/03/2025
,,201316128301we,15156201301213143,2013,7,12,1,12,31,43,1,3,1,1,5,0,0,0,1,2,0,0,0,,,1515620130121001,6,1,2,,,,,O,,1515620130121,,01,we,1515620130121001,2,,,ALACHUA,,,1233,1,1,1,8,1,8,,,20FEB201311:19,1,,,,,,,,8568.3275243,201316128301we,,0,1515620130121001,8,32607,03/03/2025
,,201316128301we,15156201301213143,2013,7,12,1,12,31,43,1,3,1,1,5,,0,0,1,0,0,0,0,,,1515620130121002,6,1,2,,,,,O,,1515620130121,,01,we,1515620130121002,,,,ALACHUA,,,1234,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,8568.3275243,201316128301we,,0,1515620130121002,8,32607,03/03/2025
,,201316128301we,15156201301213143,2013,7,12,1,12,31,43,1,3,1,1,5,,0,0,1,0,0,0,0,,,1515620130121003,6,1,2,,,,,O,,1515620130121,,01,we,1515620130121003,,,,ALACHUA,,,1235,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,8568.3275243,201316128301we,,0,1515620130121003,8,32607,03/03/2025
,,201316128301we,15156201301213143,2013,6,12,31,12,31,43,1,3,1,1,3.5,,0,0,1,0,0,0,0,,,1515620130121004,6,1,2,,,,,Y,,1515620130121,,01,we,1515620130121004,,,,DUVAL,,,1252,1,1,1,8,1,8,,,20FEB201311:19,1,,,,,,,,9243.3432429,201316128301we,,0,1515620130121004,8,32211,03/03/2025
,,201316128301we,15156201301213143,2013,6,12,31,12,31,43,1,3,1,1,3.5,,5,5,1,0,0,0,0,,,1515620130121005,6,1,2,,,,,Y,,1515620130121,,01,we,1515620130121005,,,,DUVAL,,,1253,1,1,1,8,1,8,,,20FEB201311:19,1,,,,,,,,9243.3432429,201316128301we,,0,1515620130121005,8,32225,03/03/2025
,,201316128301we,15156201301213143,2013,6,12,31,12,31,43,1,3,1,1,3,0,12,2,1,2,0,0,0,,,1515620130121006,6,1,2,,,,,Y,,1515620130121,,01,we,1515620130121006,2,,,DUVAL,,,1335,1,1,1,8,1,8,,,20FEB201311:19,1,,,,,,,,9243.3432429,201316128301we,,0,1515620130121006,8,32225,03/03/2025
PINFISH,KINGFISH GENUS,201316128301we,15156201301213143,2013,6,12,31,12,31,43,1,3,1,1,5,0,60,40,1,2,0,0,0,,,1515620130121007,6,1,2,,,,,Y,,1515620130121,,01,we,1515620130121007,2,0,3,DUVAL,169273,169187,1341,1,1,1,8,2,8,,,20FEB201311:19,1,8835440600,8835430201,,,,,,9243.3432429,201316128301we,,0,1515620130121007,8,32250,03/03/2025
,,201316128301we,15156201301213143,2013,6,12,31,12,31,43,1,3,1,1,2.5,0,0,0,1,1,0,0,0,,,1515620130121008,6,1,2,,,,,Y,,1515620130121,,01,we,1515620130121008,2,,,DUVAL,,,1405,1,1,1,8,1,8,,,20FEB201311:19,1,,,,,,,,9243.3432429,201316128301we,,0,1515620130121008,8,99998,03/03/2025
,,201316128301we,15156201301213143,2013,6,12,31,12,31,43,1,3,1,1,2.5,,0,0,1,0,0,0,0,,,1515620130121009,6,1,2,,,,,Y,,1515620130121,,01,we,1515620130121009,,,,DUVAL,,,1406,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,9243.3432429,201316128301we,,0,1515620130121009,8,32220,03/03/2025
,KINGFISH GENUS,201316128301we,15156201301213143,2013,6,12,31,12,31,43,1,3,1,1,8,,7,7,1,0,0,0,0,,,1515620130121010,6,1,2,,,,,Y,,1515620130121,,01,we,1515620130121010,,,,DUVAL,169273,,1432,1,1,1,8,1,8,,,20FEB201311:19,1,8835440600,,,,,,,9243.3432429,201316128301we,,0,1515620130121010,8,32226,03/03/2025
,SEATROUT GENUS,201316128301we,15156201301213143,2013,6,12,31,12,31,43,1,3,1,1,4,0,150,15,1,2,0,0,0,,,1515620130121011,6,1,2,,,,,Y,,1515620130121,,01,we,1515620130121011,2,0,1,DUVAL,169238,,1453,1,1,1,8,1,8,,,20FEB201311:19,1,8835440100,,,,,,,9243.3432429,201316128301we,,0,1515620130121011,8,32258,03/03/2025
,,201316128301we,15156201301213143,2013,6,12,31,12,31,43,1,3,1,1,4,0,50,7,1,1,0,0,0,,,1515620130121012,6,1,2,,,,,Y,,1515620130121,,01,we,1515620130121012,2,,,DUVAL,,,1514,1,1,1,8,1,8,,,20FEB201311:19,1,,,,,,,,9243.3432429,201316128301we,,0,1515620130121012,8,32210,03/03/2025
,,201316128301we,15156201301213143,2013,6,12,31,12,31,43,1,3,1,1,4,,50,7,1,0,0,0,0,,,1515620130121013,6,1,2,,,,,Y,,1515620130121,,01,we,1515620130121013,,,,DUVAL,,,1515,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,9243.3432429,201316128301we,,0,1515620130121013,8,32210,03/03/2025
,KINGFISH GENUS,201316128301we,15156201301213143,2013,6,12,109,12,31,43,1,3,1,1,2,0,4,0,1,1,0,0,0,,,1515620130121014,6,1,2,,,,,Y,,1515620130121,,01,we,1515620130121014,2,,,ST JOHNS,169273,,1535,1,1,1,8,1,8,,,20FEB201311:19,1,8835440600,,,,,,,9243.3432429,201316128301we,,0,1515620130121014,8,32259,03/03/2025
,KINGFISH GENUS,201316128301we,15156201301213143,2013,6,12,109,12,31,43,1,3,1,1,2,,4,0,1,0,0,0,0,,,1515620130121015,6,1,2,,,,,Y,,1515620130121,,01,we,1515620130121015,,,,ST JOHNS,169273,,1536,1,1,1,8,2,8,,,20FEB201311:19,1,8835440600,,,,,,,9243.3432429,201316128301we,,0,1515620130121015,8,32259,03/03/2025
,FLORIDA POMPANO,201316128301we,154372013011399300,2013,6,12,99,12,99,300,5,3,1,1,0.5,0,5,0,1,0,0,0,0,,,1543720130113001,6,1,2,,,,,Y,,1543720130113,,01,we,1543720130113001,,,,PALM BEACH,168708,,1211,1,1,1,8,1,8,,,20FEB201311:19,1,8835280901,,,,,,,6453.9508579,201316128301we,,0,1543720130113001,8,33478,03/03/2025
,FLORIDA POMPANO,201316128301we,154372013011399300,2013,6,12,99,12,99,300,5,3,1,1,0.5,0,5,0,1,0,0,0,0,,,1543720130113002,6,1,2,,,,,Y,,1543720130113,,01,we,1543720130113002,,,,PALM BEACH,168708,,1212,1,1,1,8,2,8,,,20FEB201311:19,1,8835280901,,,,,,,6453.9508579,201316128301we,,0,1543720130113002,8,33478,03/03/2025
,FLORIDA POMPANO,201316128301we,1543720130113851841,2013,6,12,99,12,85,1841,5,3,1,1,4,0,100,15,1,0,5,0,0,,,1543720130113003,6,1,1,,,,,Y,,1543720130113,,01,we,1543720130113003,2,3,0,PALM BEACH,168708,,1240,1,1,1,8,1,1,,,20FEB201311:19,1,8835280901,,,,,,,10407.184945,201316128301we,,0,1543720130113003,8,99998,03/03/2025
,FLORIDA POMPANO,201316128301we,1543720130113851841,2013,6,12,99,12,85,1841,5,3,1,1,4,0,100,15,1,0,5,0,0,,,1543720130113004,6,1,1,,,,,Y,,1543720130113,,01,we,1543720130113004,2,2,0,PALM BEACH,168708,,1241,1,1,1,8,2,1,,,20FEB201311:19,1,8835280901,,,,,,,10407.184945,201316128301we,,0,1543720130113004,8,99998,03/03/2025
,,201316128301we,1543720130120991448,2013,6,12,99,12,99,1448,1,3,1,1,3,,75,12,1,0,0,0,0,,,1543720130120001,6,1,2,,,,,Y,,1543720130120,,01,we,1543720130120001,,,,PALM BEACH,,,1145,1,1,1,8,1,8,,,20FEB201311:19,1,,,,,,,,3088.958662,201316128301we,,0,1543720130120001,8,33408,03/03/2025
,,201316128301we,1543720130120991448,2013,6,12,19,12,99,1448,1,3,1,1,3,,75,12,1,0,0,0,0,,,1543720130120002,6,1,2,,,,,Y,,1543720130120,,01,we,1543720130120002,,,,CLAY,,,1140,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,3088.958662,201316128301we,,0,1543720130120002,8,99998,03/03/2025
,,201316128301we,1543720130120991448,2013,6,12,99,12,99,1448,1,3,1,1,1.5,,0,0,1,0,0,0,0,,,1543720130120003,6,1,2,,,,,Y,,1543720130120,,01,we,1543720130120003,,,,PALM BEACH,,,1217,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,3088.958662,201316128301we,,0,1543720130120003,8,33418,03/03/2025
,,201316128301we,1543720130120991448,2013,6,12,99,12,99,1448,1,3,1,1,1.5,,0,0,1,0,0,0,0,,,1543720130120004,6,1,2,,,,,Y,,1543720130120,,01,we,1543720130120004,,,,PALM BEACH,,,1218,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,3088.958662,201316128301we,,0,1543720130120004,8,33417,03/03/2025
,FLORIDA POMPANO,201316128301we,1543720130120991448,2013,6,12,11,12,99,1448,1,3,1,1,3.5,0,0,0,1,0,1,0,0,,,1543720130120005,6,1,1,,,,,Y,,1543720130120,,01,we,1543720130120005,2,1,0,BROWARD,168708,,1219,1,1,1,1,2,2,,,20FEB201311:19,1,8835280901,,,,,,,3088.958662,201316128301we,,0,1543720130120005,8,33324,03/03/2025
,FLORIDA POMPANO,201316128301we,1543720130120991448,2013,6,12,99,12,99,1448,1,3,1,1,3.5,0,24,3,1,0,1,0,0,,,1543720130120006,6,1,1,,,,,Y,,1543720130120,,01,we,1543720130120006,2,1,0,PALM BEACH,168708,,1220,1,1,1,1,2,2,,,20FEB201311:19,1,8835280901,,,,,,,3088.958662,201316128301we,,0,1543720130120006,8,33410,03/03/2025
,FLORIDA POMPANO,201316128301we,1543720130120991448,2013,6,12,99,12,99,1448,1,3,1,1,3.5,0,24,3,1,0,1,0,0,,,1543720130120007,6,1,1,,,,,Y,,1543720130120,,01,we,1543720130120007,2,1,0,PALM BEACH,168708,,1221,1,1,1,1,2,2,,,20FEB201311:19,1,8835280901,,,,,,,3088.958662,201316128301we,,0,1543720130120007,8,33410,03/03/2025
,FLORIDA POMPANO,201316128301we,1543720130120991448,2013,6,12,99,12,99,1448,1,3,1,1,3.5,,24,3,1,0,0,0,0,,,1543720130120008,6,1,2,,,,,Y,,1543720130120,,01,we,1543720130120008,,,,PALM BEACH,168708,,1222,1,1,1,8,2,8,,,20FEB201311:19,1,8835280901,,,,,,,3088.958662,201316128301we,,0,1543720130120008,8,33410,03/03/2025
,,201316128301we,1543720130120991448,2013,7,12,57,12,99,1448,1,3,1,1,0.5,,12,1,1,0,0,0,0,,,1543720130120009,6,1,2,,,,,O,,1543720130120,,01,we,1543720130120009,,,,HILLSBOROUGH,,,1223,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,2908.0150887,201316128301we,,0,1543720130120009,8,33534,03/03/2025
,,201316128301we,1543720130120991448,2013,6,12,99,12,99,1448,1,3,1,1,0.5,,12,1,1,0,0,0,0,,,1543720130120010,6,1,2,,,,,Y,,1543720130120,,01,we,1543720130120010,,,,PALM BEACH,,,1224,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,3088.958662,201316128301we,,0,1543720130120010,8,33418,03/03/2025
,,201316128301we,1543720130120991448,2013,6,12,86,12,99,1448,1,3,1,1,1.5,0,24,3,1,1,0,0,0,,,1543720130120011,6,1,2,,,,,Y,,1543720130120,,01,we,1543720130120011,2,,,MIAMI-DADE,,,1225,1,1,1,8,1,8,,,20FEB201311:19,1,,,,,,,,3088.958662,201316128301we,,0,1543720130120011,8,33013,03/03/2025
,,201316128301we,1543720130120991448,2013,6,12,111,12,99,1448,1,3,1,1,2,,30,4,1,0,0,0,0,,,1543720130120012,6,1,2,,,,,Y,,1543720130120,,01,we,1543720130120012,,,,ST LUCIE,,,1236,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,3088.958662,201316128301we,,0,1543720130120012,8,34985,03/03/2025
,,201316128301we,1543720130120991448,2013,6,12,111,12,99,1448,1,3,1,1,2,,30,4,1,0,0,0,0,,,1543720130120013,6,1,2,,,,,Y,,1543720130120,,01,we,1543720130120013,,,,ST LUCIE,,,1237,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,3088.958662,201316128301we,,0,1543720130120013,8,34985,03/03/2025
,,201316128301we,1543720130120991448,2013,6,45,51,12,99,1448,1,3,1,1,2,,2,0,1,0,0,0,0,,,1543720130120014,6,1,2,,,,,O,,1543720130120,,01,we,1543720130120014,,,,HORRY,,,1241,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,2908.0150887,201316128301we,,0,1543720130120014,8,29576,03/03/2025
