PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,ID_CODE,AREA,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,WAVE,SUB_REG,INTSITE,MODE_F,MODE_FX,CATCH,CNTRBTRS,PARTY,FIRST,NUM_TYP4,NUM_TYP6,NUM_TYP2,NUM_TYP3,AREA_X,ON_LIST,CNTY,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,NEW_LIST,KOD,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,IMP_REC,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,MODE2001,DIST,GEAR,TSN1,TSN2,PVT_RES,SEX,AGE,ART_REEF,ADD_PH,F_BY_P,SEP_FISH,DATE1,PRIM1,PRIM2,TURTLE,REEFCODE,AREA_NC,MUNI_RES,MUNI_TRP,DISTKEYS,REEF,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
,AMERICAN SHAD,202104913weS:8AM-8PM,202129131789820210403,2021,4,9,9,9,1789820210403003,C,0.50,,24,0,2,4,825,1,3,2,1,,,0,0,0,0,5,,7,,,,Y,,we,1789820210403,3,1789820210403003,,,1,S:8AM-8PM,06450,04,,,NEW HAVEN,1440,0,8,1,161702,,,1,71,2,1,8,8,11MAR22:10:09,8747010101,,,,,,,,,1367.7429847,202104913weS:8AM-8PM,,0,1789820210403003,03/03/2025
,,202104913wdS:8AM-8PM,202129131789820210407,2021,4,9,1,9,1789820210407001,C,1.00,0.00,20,3,2,4,100,5,3,2,1,,,0,0,0,0,5,,1,,,,Y,,wd,1789820210407,1,1789820210407001,,,1,S:8AM-8PM,06603,04,,,FAIRFIELD,1901,5,8,1,,,,1,53,2,2,8,8,11MAR22:10:09,,,,,,,,,,35190.814131,202104913wdS:8AM-8PM,,0,1789820210407001,03/03/2025
,,202104913wdS:8AM-8PM,202129131789820210407,2021,4,9,1,9,1789820210407002,C,1.00,0.00,20,3,2,4,100,5,3,2,1,,,0,0,0,0,5,,1,,,,Y,,wd,1789820210407,1,1789820210407002,,,1,S:8AM-8PM,06603,04,,,FAIRFIELD,1903,5,8,1,,,,1,20,2,2,8,8,11MAR22:10:09,,,,,,,,,,35190.814131,202104913wdS:8AM-8PM,,0,1789820210407002,03/03/2025
,,202104913weS:8AM-8PM,202129131789820210411,2021,4,9,9,9,1789820210411001,C,1.00,,5,2,2,4,251,1,3,2,1,,,0,0,0,0,5,,9,,,,Y,,we,1789820210411,1,1789820210411001,,,1,S:8AM-8PM,06511,04,,,NEW HAVEN,804,0,8,1,,,,1,25,2,2,8,8,11MAR22:10:09,,,,,,,,,,2420.0365338,202104913weS:8AM-8PM,,0,1789820210411001,03/03/2025
,,202104913weS:8AM-8PM,202129131789820210411,2021,4,9,9,9,1789820210411002,C,0.50,,0,0,2,4,251,1,3,2,1,,,0,0,0,0,5,,9,,,,Y,,we,1789820210411,1,1789820210411002,,,1,S:8AM-8PM,06512,04,,,NEW HAVEN,1041,0,8,1,,,,1,40,2,1,8,8,11MAR22:10:09,,,,,,,,,,2420.0365338,202104913weS:8AM-8PM,,0,1789820210411002,03/03/2025
,,202104913weS:8AM-8PM,202129131789820210411,2021,4,9,9,9,1789820210411003,C,0.50,0.00,4,0,2,4,251,5,3,2,1,,,0,0,0,0,5,,9,,,,Y,,we,1789820210411,1,1789820210411003,,,1,S:8AM-8PM,99998,04,,,NEW HAVEN,1217,5,8,1,,,,1,36,2,1,8,8,11MAR22:10:09,,,,,,,,,,218.29329673,202104913weS:8AM-8PM,,0,1789820210411003,03/03/2025
,STRIPED BASS,202104913weS:8AM-8PM,202129131789820210411,2021,4,9,9,9,1789820210411004,C,2.00,0.00,25,8,2,4,251,5,3,2,1,,,0,0,1,0,5,,9,,,,Y,,we,1789820210411,1,1789820210411004,1,,1,S:8AM-8PM,06513,04,,,NEW HAVEN,1328,5,8,1,167680,,,1,50,2,1,8,8,11MAR22:10:09,8835020102,,,,,,,,,218.29329673,202104913weS:8AM-8PM,,0,1789820210411004,03/03/2025
,,202104913weS:8AM-8PM,202129131789820210411,2021,4,9,9,9,1789820210411005,C,0.50,,0,0,2,4,251,1,3,2,1,,,0,0,0,0,5,,9,,,,Y,,we,1789820210411,1,1789820210411005,,,1,S:8AM-8PM,06511,04,,,NEW HAVEN,1346,0,8,1,,,,1,32,2,1,8,8,11MAR22:10:09,,,,,,,,,,218.29329673,202104913weS:8AM-8PM,,0,1789820210411005,03/03/2025
,STRIPED BASS,202104913weS:8AM-8PM,202129131789820210411,2021,5,36,103,9,1789820210411006,C,1.00,,1,0,2,4,251,1,3,2,1,,,0,0,0,0,5,,9,,,,O,,we,1789820210411,1,1789820210411006,,,1,S:8AM-8PM,11713,04,,,SUFFOLK,1350,0,8,1,167680,,,1,45,2,1,8,8,11MAR22:10:09,8835020102,,,,,,,,,218.29329673,202104913weS:8AM-8PM,,0,1789820210411006,03/03/2025
,STRIPED BASS,202104913weS:8AM-8PM,202129131789820210411,2021,4,9,9,9,1789820210411007,C,2.00,,4,0,2,4,251,1,3,2,1,,,0,0,0,0,5,,9,,,,Y,,we,1789820210411,1,1789820210411007,,,1,S:8AM-8PM,06512,04,,,NEW HAVEN,1353,0,8,1,167680,,,1,41,2,1,8,8,11MAR22:10:09,8835020102,,,,,,,,,218.29329673,202104913weS:8AM-8PM,,0,1789820210411007,03/03/2025
,STRIPED BASS,202104913weS:8AM-8PM,202129131789820210417,2021,4,9,1,9,1789820210417001,C,1.50,0.00,60,10,2,4,89,1,3,2,1,,,0,0,1,0,5,,1,,,,Y,,we,1789820210417,3,1789820210417001,1,,1,S:8AM-8PM,06468,04,,,FAIRFIELD,1501,0,8,1,167680,,,1,22,2,2,8,8,11MAR22:10:09,8835020102,,,,,,,,,7838.4819502,202104913weS:8AM-8PM,,0,1789820210417001,03/03/2025
,STRIPED BASS,202104913wdS:8AM-8PM,202129131789820210429,2021,4,9,1,9,1789820210429001,C,1.00,0.00,100,20,2,4,123,5,3,2,1,,,0,0,1,0,5,,1,,,,Y,,wd,1789820210429,1,1789820210429001,1,,1,S:8AM-8PM,06614,04,,,FAIRFIELD,1416,5,8,1,167680,,,1,57,2,1,8,8,11MAR22:10:09,8835020102,,,,,,,,,8672.4929439,202104913wdS:8AM-8PM,,0,1789820210429001,03/03/2025
,STRIPED BASS,202104913wdS:8AM-8PM,202129131789820210429,2021,4,9,1,9,1789820210429002,C,0.50,,30,0,2,4,123,2,3,2,1,,,0,0,0,0,5,,1,,,,Y,,wd,1789820210429,1,1789820210429002,,,1,S:8AM-8PM,06614,04,,,FAIRFIELD,1604,2,8,1,167680,,,1,18,2,1,8,8,11MAR22:10:09,8835020102,,,,,,,,,8672.4929439,202104913wdS:8AM-8PM,,0,1789820210429002,03/03/2025
,,202199904xx,20212904,2021,,,,9,20212498499xx005,,,,,,2,4,,,4,,,,,,,,,5,,,,,,,,xx,,,20212498499xx005,,,0,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,51.193822881,,,0,20212498499xx005,03/03/2025
,,202199905xx,20212905,2021,,,,9,20212498599xx005,,,,,,2,4,,,5,,,,,,,,,5,,,,,,,,xx,,,20212498599xx005,,,0,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,11.760656756,,,0,20212498599xx005,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171166320210424,2021,5,36,79,9,1166320210424001,C,5.50,,30,5,2,4,254,8,7,2,1,3,1,0,0,0,0,5,,9,6.00,,,O,,we,1166320210424,3,1166320210424001,,,1,S:8AM-8PM,10541,04,,,PUTNAM,1203,8,8,1,170479,,,1,27,2,1,8,8,11MAR22:10:09,8839010101,,,,,,,,,202.67578081,202104917weS:8AM-8PM,,0,1166320210424001,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171166320210424,2021,5,36,79,9,1166320210424002,C,5.50,0.00,30,5,2,4,254,8,7,2,1,3,2,0,1,1,0,5,,9,6.00,,,O,,we,1166320210424,3,1166320210424001,1,,1,S:8AM-8PM,10541,04,,,PUTNAM,1205,8,8,1,170479,,,1,78,2,2,8,8,11MAR22:10:09,8839010101,,,,,,,,,202.67578081,202104917weS:8AM-8PM,,0,1166320210424002,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171166320210424,2021,5,36,79,9,1166320210424003,C,5.50,0.00,30,5,2,4,254,8,7,1,1,3,2,0,1,1,1,5,,9,6.00,,,O,,we,1166320210424,3,1166320210424001,1,,1,S:8AM-8PM,10541,04,1,0,PUTNAM,1205,8,8,1,170479,,,1,64,2,2,1,8,11MAR22:10:09,8839010101,,,,,,,,,202.67578081,202104917weS:8AM-8PM,,0,1166320210424003,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171166320210424,2021,4,9,3,9,1166320210424005,C,4.50,,60,0,2,4,254,8,7,2,1,2,1,0,0,0,0,5,,9,5.00,,,Y,,we,1166320210424,3,1166320210424005,,,1,S:8AM-8PM,06037,04,,,HARTFORD,1233,8,8,1,170479,,,1,36,2,2,8,8,11MAR22:10:09,8839010101,,,,,,,,,405.35156161,202104917weS:8AM-8PM,,0,1166320210424005,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171166320210424,2021,4,9,9,9,1166320210424006,C,2.50,0.00,140,25,2,4,254,8,7,1,1,2,1,0,0,1,1,5,,9,3.00,,,Y,,we,1166320210424,3,1166320210424006,1,,1,S:8AM-8PM,06705,04,1,0,NEW HAVEN,1236,8,8,1,170479,,,1,79,2,1,1,8,11MAR22:10:09,8839010101,,,,,,,,,202.67578081,202104917weS:8AM-8PM,,0,1166320210424006,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171166320210424,2021,4,9,9,9,1166320210424007,C,2.50,0.00,40,20,2,4,254,8,7,2,1,2,2,0,1,1,0,5,,9,3.00,,,Y,,we,1166320210424,3,1166320210424006,1,,1,S:8AM-8PM,06712,04,,,NEW HAVEN,1237,8,8,1,170479,,,1,83,2,1,8,8,11MAR22:10:09,8839010101,,,,,,,,,202.67578081,202104917weS:8AM-8PM,,0,1166320210424007,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171166320210424,2021,4,9,5,9,1166320210424008,C,2.50,0.00,60,12,2,4,254,8,7,1,1,1,8,0,0,1,2,5,,9,3.00,,,Y,,we,1166320210424,3,1166320210424008,1,,1,S:8AM-8PM,06750,04,2,0,LITCHFIELD,1243,8,8,1,170479,,,1,63,2,1,1,8,11MAR22:10:09,8839010101,,,,,,,,,202.67578081,202104917weS:8AM-8PM,,0,1166320210424008,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171166320210424,2021,4,9,9,9,1166320210424009,C,2.50,0.00,50,5,2,4,254,8,7,1,2,2,1,0,0,1,3,5,,9,3.00,,,Y,,we,1166320210424,3,1166320210424009,1,,1,S:8AM-8PM,06716,04,4,0,NEW HAVEN,1327,8,8,1,170479,,,1,37,2,1,2,2,11MAR22:10:09,8839010101,,,,,,,,,202.67578081,202104917weS:8AM-8PM,,0,1166320210424009,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171166320210424,2021,4,9,9,9,1166320210424010,C,2.50,0.00,2,0,2,4,254,8,7,3,0,2,2,1,1,1,0,5,,9,3.00,,,Y,,we,1166320210424,3,1166320210424009,1,,1,S:8AM-8PM,06010,04,,,NEW HAVEN,1328,8,8,1,170479,,,1,25,2,2,8,8,11MAR22:10:09,8839010101,,,,,,,,,202.67578081,202104917weS:8AM-8PM,,0,1166320210424009,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171166320210424,2021,4,9,9,9,1166320210424012,C,6.50,0.00,2,0,2,4,254,8,7,1,2,2,1,0,0,1,5,5,,9,7.00,,,Y,,we,1166320210424,3,1166320210424012,1,,1,S:8AM-8PM,06478,04,6,0,NEW HAVEN,1436,8,8,1,170479,,,1,51,2,1,2,2,11MAR22:10:09,8839010101,,,,,,,,,117.97339122,202104917weS:8AM-8PM,,0,1166320210424012,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171166320210424,2021,4,9,3,9,1166320210424013,C,6.50,0.00,1,0,2,4,254,8,7,3,0,2,2,1,1,1,0,5,,9,7.00,,,Y,,we,1166320210424,3,1166320210424012,1,,1,S:8AM-8PM,06033,04,,,HARTFORD,1438,8,8,1,170479,,,1,32,2,2,8,8,11MAR22:10:09,8839010101,,,,,,,,,117.97339122,202104917weS:8AM-8PM,,0,1166320210424012,03/03/2025
,STRIPED BASS,202103917weS:8AM-8PM,202129171764520210313,2021,5,36,27,9,1764520210313001,C,1.00,0.00,10,0,2,4,200,8,7,2,1,1,8,0,0,1,0,5,,9,2.00,,,O,,we,1764520210313,3,1764520210313001,1,,1,S:8AM-8PM,12533,03,,,,1623,8,8,1,167680,,,1,55,2,1,8,8,11MAR22:10:09,8835020102,,,,,,,,,1398.859748,202103917weS:8AM-8PM,,0,1764520210313001,03/03/2025
,STRIPED BASS,202103917weS:8AM-8PM,202129171764520210313,2021,4,9,1,9,1764520210313002,C,1.50,,2,0,2,4,200,8,7,2,1,2,1,0,0,0,0,5,,9,2.00,,,Y,,we,1764520210313,3,1764520210313002,,,1,S:8AM-8PM,06615,03,,,FAIRFIELD,1646,8,8,1,167680,,,1,60,2,2,8,8,11MAR22:10:09,8835020102,,,,,,,,,1398.859748,202103917weS:8AM-8PM,,0,1764520210313002,03/03/2025
,STRIPED BASS,202103917weS:8AM-8PM,202129171764520210313,2021,4,9,9,9,1764520210313003,C,1.50,,10,0,2,4,200,8,7,2,1,2,2,0,1,0,0,5,,9,2.00,,,Y,,we,1764520210313,3,1764520210313002,,,1,S:8AM-8PM,06483,03,,,NEW HAVEN,1646,8,8,1,167680,,,1,57,2,2,8,8,11MAR22:10:09,8835020102,,,,,,,,,1398.859748,202103917weS:8AM-8PM,,0,1764520210313003,03/03/2025
,TAUTOG,202104917wdS:8AM-8PM,202129171764520210427,2021,4,9,7,9,1764520210427003,C,6.00,0.00,30,0,2,4,825,8,7,1,3,3,1,0,0,1,4,5,,7,7.00,,,Y,,wd,1764520210427,3,1764520210427003,1,,1,S:8AM-8PM,06441,04,4,0,MIDDLESEX,1618,8,8,1,170479,,,1,57,2,1,2,2,11MAR22:10:09,8839010101,,,,,,,,,23284.507666,202104917wdS:8AM-8PM,,0,1764520210427003,03/03/2025
,TAUTOG,202104917wdS:8AM-8PM,202129171764520210427,2021,4,9,7,9,1764520210427004,C,6.00,0.00,30,0,2,4,825,8,7,3,0,3,2,1,1,1,0,5,,7,7.00,,,Y,,wd,1764520210427,3,1764520210427003,1,,1,S:8AM-8PM,06441,04,,,MIDDLESEX,1618,8,8,1,170479,,,1,26,2,2,8,8,11MAR22:10:09,8839010101,,,,,,,,,23284.507666,202104917wdS:8AM-8PM,,0,1764520210427003,03/03/2025
,TAUTOG,202104917wdS:8AM-8PM,202129171764520210427,2021,4,9,9,9,1764520210427005,C,6.00,0.00,30,0,2,4,825,8,7,3,0,3,2,1,1,1,0,5,,7,7.00,,,Y,,wd,1764520210427,3,1764520210427003,1,,1,S:8AM-8PM,06461,04,,,NEW HAVEN,1618,8,8,1,170479,,,1,33,2,2,8,8,11MAR22:10:09,8839010101,,,,,,,,,23284.507666,202104917wdS:8AM-8PM,,0,1764520210427003,03/03/2025
,STRIPED BASS,202104917wdS:8AM-8PM,202129171764520210427,2021,4,9,13,9,1764520210427006,C,4.00,0.00,20,3,2,4,825,8,7,2,1,2,1,0,0,2,0,5,,7,5.00,,,Y,,wd,1764520210427,3,1764520210427006,1,,1,S:8AM-8PM,01020,04,,,TOLLAND,1654,8,8,1,167680,,,1,29,2,1,8,8,11MAR22:10:09,8835020102,,,,,,,,,23284.507666,202104917wdS:8AM-8PM,,0,1764520210427006,03/03/2025
,STRIPED BASS,202104917wdS:8AM-8PM,202129171764520210427,2021,4,9,13,9,1764520210427007,C,4.00,0.00,20,0,2,4,825,8,7,2,1,2,2,0,1,1,0,5,,7,5.00,,,Y,,wd,1764520210427,3,1764520210427006,1,,1,S:8AM-8PM,01020,04,,,TOLLAND,1654,8,8,1,167680,,,1,31,2,2,8,8,11MAR22:10:09,8835020102,,,,,,,,,23284.507666,202104917wdS:8AM-8PM,,0,1764520210427007,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171789820210403,2021,4,9,3,9,1789820210403001,C,2.00,,5,0,2,4,825,8,7,2,1,2,1,0,0,0,0,5,,7,2.50,,,Y,,we,1789820210403,3,1789820210403001,,,1,S:8AM-8PM,06108,04,,,HARTFORD,1209,8,8,1,170479,,,1,35,2,1,8,8,11MAR22:10:09,8839010101,,,,,,,,,1015.8042403,202104917weS:8AM-8PM,,0,1789820210403001,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171789820210403,2021,4,9,3,9,1789820210403002,C,2.00,,0,0,2,4,825,8,7,2,1,2,2,0,1,0,0,5,,7,2.50,,,Y,,we,1789820210403,3,1789820210403001,,,1,S:8AM-8PM,06108,04,,,HARTFORD,1210,8,8,1,170479,,,1,40,2,2,8,8,11MAR22:10:09,8839010101,,,,,,,,,1015.8042403,202104917weS:8AM-8PM,,0,1789820210403002,03/03/2025
,STRIPED BASS,202104917weS:8AM-8PM,202129171789820210403,2021,4,9,5,9,1789820210403004,C,2.00,,0,0,2,4,825,8,7,2,1,4,1,0,0,0,0,5,,7,2.50,,,Y,,we,1789820210403,3,1789820210403004,,,1,S:8AM-8PM,06786,04,,,LITCHFIELD,1557,8,8,1,167680,,,1,45,2,1,8,8,11MAR22:10:09,8835020102,,,,,,,,,1015.8042403,202104917weS:8AM-8PM,,0,1789820210403004,03/03/2025
,STRIPED BASS,202104917weS:8AM-8PM,202129171789820210403,2021,4,9,5,9,1789820210403005,C,2.00,,0,0,2,4,825,8,7,2,1,4,2,0,1,0,0,5,,7,2.50,,,Y,,we,1789820210403,3,1789820210403004,,,1,S:8AM-8PM,06786,04,,,LITCHFIELD,1600,8,8,1,167680,,,1,16,2,2,8,8,11MAR22:10:09,8835020102,,,,,,,,,1015.8042403,202104917weS:8AM-8PM,,0,1789820210403005,03/03/2025
,STRIPED BASS,202104917weS:8AM-8PM,202129171789820210403,2021,4,9,5,9,1789820210403006,C,2.00,,0,0,2,4,825,8,7,2,1,4,2,0,1,0,0,5,,7,2.50,,,Y,,we,1789820210403,3,1789820210403004,,,1,S:8AM-8PM,06786,04,,,LITCHFIELD,1600,8,8,1,167680,,,1,14,2,2,8,8,11MAR22:10:09,8835020102,,,,,,,,,1015.8042403,202104917weS:8AM-8PM,,0,1789820210403006,03/03/2025
,STRIPED BASS,202104917weS:8AM-8PM,202129171789820210403,2021,4,9,5,9,1789820210403007,C,2.00,,0,0,2,4,825,8,7,2,1,4,2,0,1,0,0,5,,7,2.50,,,Y,,we,1789820210403,3,1789820210403004,,,1,S:8AM-8PM,06786,04,,,LITCHFIELD,1600,8,8,1,167680,,,1,13,2,2,8,8,11MAR22:10:09,8835020102,,,,,,,,,1015.8042403,202104917weS:8AM-8PM,,0,1789820210403007,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171789820210417,2021,4,9,1,9,1789820210417002,C,2.50,,64,0,2,4,89,8,7,2,1,3,1,0,0,0,0,5,,1,3.00,,,Y,,we,1789820210417,3,1789820210417002,,,1,S:8AM-8PM,06605,04,,,FAIRFIELD,1511,8,8,1,170479,,,1,51,2,1,8,8,11MAR22:10:09,8839010101,,,,,,,,,9003.8987391,202104917weS:8AM-8PM,,0,1789820210417002,03/03/2025
,TAUTOG,202104917weS:8AM-8PM,202129171789820210417,2021,4,9,1,9,1789820210417003,C,2.50,,64,0,2,4,89,8,7,2,1,3,2,0,1,0,0,5,,1,3.00,,,Y,,we,1789820210417,3,1789820210417002,,,1,S:8AM-8PM,06605,04,,,FAIRFIELD,1512,8,8,1,170479,,,1,51,2,2,8,8,11MAR22:10:09,8839010101,,,,,,,,,9003.8987391,202104917weS:8AM-8PM,,0,1789820210417003,03/03/2025
,,2021992304xx,202122304,2021,,,,23,202124238499xx02,,,,,,2,4,,,4,,,,,,,,,2,,,,,,,,xx,,,202124238499xx02,,,0,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,216,,,0,202124238499xx02,03/03/2025
,,2021992305xx,202122305,2021,,,,23,202124238599xx02,,,,,,2,4,,,5,,,,,,,,,2,,,,,,,,xx,,,202124238599xx02,,,0,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,0,202124238599xx02,03/03/2025
,,2021042523wdS:8AM-8PM,2021225231792720210419,2021,4,25,5,25,1792720210419001,1,1.00,,15,3,2,4,3062,1,3,2,1,,,0,0,0,0,1,,5,,,,Y,,wd,1792720210419,1,1792720210419001,,,2,S:8AM-8PM,02780,04,,,BRISTOL,1551,0,1,1,,,,2,28,2,1,8,8,11MAR22:10:09,,,,,,,,,,88463.20519,2021042523wdS:8AM-8PM,,0,1792720210419001,03/03/2025
,,2021042523wdS:8AM-8PM,2021225231792720210419,2021,4,25,5,25,1792720210419002,1,1.00,,15,3,2,4,3062,1,3,2,1,,,0,0,0,0,1,,5,,,,Y,,wd,1792720210419,1,1792720210419002,,,2,S:8AM-8PM,02780,04,,,BRISTOL,1551,0,1,1,,,,1,29,2,1,8,8,11MAR22:10:09,,,,,,,,,,88463.20519,2021042523wdS:8AM-8PM,,0,1792720210419002,03/03/2025
,,2021042523wdS:8AM-8PM,2021225231792720210419,2021,4,25,5,25,1792720210419003,1,2.50,,3,2,2,4,3062,1,3,2,1,,,0,0,0,0,1,,5,,,,Y,,wd,1792720210419,1,1792720210419003,,,2,S:8AM-8PM,02744,04,,,BRISTOL,1604,0,1,1,,,,1,44,2,1,8,8,11MAR22:10:09,,,,,,,,,,88463.20519,2021042523wdS:8AM-8PM,,0,1792720210419003,03/03/2025
,STRIPED BASS,2021042523wdS:8AM-8PM,2021225231776220210419,2021,4,25,3,25,1776220210419003,3,0.50,0.00,100,0,2,4,777,5,3,2,1,,,0,0,0,0,5,,5,,,,N,,wd,1776220210419,3,1776220210419003,,,2,S:8AM-8PM,02724,04,,,,1926,5,8,1,167680,,,1,60,2,2,8,8,11MAR22:10:09,8835020102,,,,,,,,,8410.4429501,2021042523wdS:8AM-8PM,,0,1776220210419003,03/03/2025
,,2021042523weS:8AM-8PM,2021225231776220210424,2021,4,25,5,25,1776220210424001,4,1.00,,52,0,2,4,3062,1,3,2,1,,,0,0,0,0,5,,5,,,,Y,,we,1776220210424,1,1776220210424001,,,2,S:8AM-8PM,02720,04,,,BRISTOL,1449,0,8,1,,,,1,29,2,2,8,8,11MAR22:10:09,,,,,,,,,,35146.677205,2021042523weS:8AM-8PM,,0,1776220210424001,03/03/2025
,STRIPED BASS,2021042533weS:8AM-8PM,2021225331782720210430,2021,4,25,27,25,1782720210430001,4,0.50,,100,20,2,4,4099,1,3,2,1,,,0,0,0,0,5,,25,,,2,N,,we,1782720210430,1,1782720210430001,,,3,S:8AM-8PM,01608,04,,,,1259,0,8,1,167680,,,1,33,2,2,8,8,11MAR22:10:09,8835020102,,,,,,,,,9783.1686169,2021042533weS:8AM-8PM,,0,1782720210430001,03/03/2025
,,2021042533weS:8AM-8PM,2021225331788120210423,2021,4,25,25,25,1788120210423001,4,3.00,,30,0,2,4,4099,1,3,2,1,,,0,0,0,0,5,,25,,,,Y,,we,1788120210423,1,1788120210423001,,,3,S:8AM-8PM,02111,04,,,SUFFOLK,1530,0,8,1,,,,1,36,2,2,8,8,11MAR22:10:09,,,,,,,,,,3224.4151247,2021042533weS:8AM-8PM,,0,1788120210423001,03/03/2025
,STRIPED BASS,2021042513weS:8AM-8PM,2021225131792620210424,2021,4,25,17,25,1792620210424001,2,0.50,,2,0,2,4,386,1,3,2,1,,,0,0,0,0,5,,1,,,,Y,,we,1792620210424,3,1792620210424001,,,1,S:8AM-8PM,01890,04,,,MIDDLESEX,1440,0,8,1,167680,,,1,50,2,1,8,8,11MAR22:10:09,8835020102,,,,,,,,,2672.6328694,2021042513weS:8AM-8PM,,0,1792620210424001,03/03/2025
,STRIPED BASS,2021042513weS:8AM-8PM,2021225131792620210424,2021,4,25,17,25,1792620210424002,2,0.50,,2,0,2,4,386,1,3,2,1,,,0,0,0,0,5,,1,,,,Y,,we,1792620210424,3,1792620210424002,,,1,S:8AM-8PM,01890,04,,,MIDDLESEX,1440,0,8,1,167680,,,1,14,2,2,8,8,11MAR22:10:09,8835020102,,,,,,,,,2672.6328694,2021042513weS:8AM-8PM,,0,1792620210424002,03/03/2025
,,2021042513weS:8AM-8PM,2021225131792620210424,2021,5,36,93,25,1792620210424006,2,1.00,,0,0,2,4,386,1,3,2,1,,,0,0,0,0,5,,1,,,,O,,we,1792620210424,3,1792620210424006,,,1,S:8AM-8PM,12305,04,,,,1615,0,8,1,,,,1,51,2,2,8,8,11MAR22:10:09,,,,,,,,,,2672.6328694,2021042513weS:8AM-8PM,,0,1792620210424006,03/03/2025
,,2021042513weS:8AM-8PM,2021225131792620210424,2021,4,25,3,25,1792620210424007,2,0.50,,998,0,2,4,386,1,3,2,1,,,0,0,0,0,5,,1,,,,N,,we,1792620210424,3,1792620210424007,,,1,S:8AM-8PM,01201,04,,,,1603,0,8,1,,,,1,48,2,2,8,8,11MAR22:10:09,,,,,,,,,,2672.6328694,2021042513weS:8AM-8PM,,0,1792620210424007,03/03/2025
,,2021042513weS:8AM-8PM,2021225131792620210424,2021,4,25,3,25,1792620210424008,2,0.50,,998,0,2,4,386,1,3,2,1,,,0,0,0,0,5,,1,,,,N,,we,1792620210424,3,1792620210424008,,,1,S:8AM-8PM,01201,04,,,,1603,0,8,1,,,,1,7,2,2,8,8,11MAR22:10:09,,,,,,,,,,2672.6328694,2021042513weS:8AM-8PM,,0,1792620210424008,03/03/2025
,STRIPED BASS,2021042523weS:8AM-8PM,2021225231792720210410,2021,4,33,9,25,1792720210410003,4,1.00,,5,0,2,4,763,2,3,2,1,,,0,0,0,0,5,,23,,,,O,,we,1792720210410,5,1792720210410003,,,2,S:8AM-8PM,03748,04,,,,1341,2,8,1,167680,,,2,42,2,1,8,8,11MAR22:10:09,8835020102,,,,,,,,,16628.511058,2021042523weS:8AM-8PM,,0,1792720210410003,03/03/2025
,STRIPED BASS,2021042523weS:8AM-8PM,2021225231792720210410,2021,4,33,9,25,1792720210410004,4,1.00,,5,0,2,4,763,2,3,2,1,,,0,0,0,0,5,,23,,,,O,,we,1792720210410,5,1792720210410004,,,2,S:8AM-8PM,03748,04,,,,1343,2,8,1,167680,,,1,44,2,2,8,8,11MAR22:10:09,8835020102,,,,,,,,,16628.511058,2021042523weS:8AM-8PM,,0,1792720210410004,03/03/2025
,STRIPED BASS,2021042523weS:8AM-8PM,2021225231792720210410,2021,4,33,9,25,1792720210410005,4,1.00,,5,0,2,4,763,2,3,2,1,,,0,0,0,0,5,,23,,,,O,,we,1792720210410,5,1792720210410005,,,2,S:8AM-8PM,03748,04,,,,1343,2,8,1,167680,,,2,10,2,2,8,8,11MAR22:10:09,8835020102,,,,,,,,,16628.511058,2021042523weS:8AM-8PM,,0,1792720210410005,03/03/2025
,STRIPED BASS,2021042523wdS:8AM-8PM,2021225231792720210420,2021,4,25,21,25,1792720210420003,3,0.50,0.00,2,0,2,4,218,5,3,2,1,,,0,0,0,0,5,,23,,,,Y,,wd,1792720210420,5,1792720210420003,,,2,S:8AM-8PM,02067,04,,,NORFOLK,1839,5,8,1,167680,,,1,23,2,1,8,8,11MAR22:10:09,8835020102,,,,,,,,,16981.46715,2021042523wdS:8AM-8PM,,0,1792720210420003,03/03/2025
