PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,MODE_ASG,NUM_TYP9,ASG_CODE,MONTH,KOD,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
TAUTOG,SCUP,20036498711we,11694200311017825,0,C,5,3,2,1,7,7,Y,30,75,2,1,1169420031101009,825,8,7,1,0,0,1,,2,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101008,1,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8835430101,8839010101,1,,8,1225,1137.933819,20036498711we,,0,1169420031101009,06412,03/03/2025
,STRIPED BASS,20036498711we,11694200311017825,0,C,5,6.5,1,3,7,13,O,9,30,1,4,1169420031101010,825,8,7,1,6,0,0,,3,4,9,25,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101010,1,2,0,8,1,,,20040317,8,2,1,8,,,8835020102,,1,,2,1250,1226.8525988,20036498711we,,0,1169420031101010,01020,03/03/2025
,STRIPED BASS,20036498711we,11694200311017825,0,C,5,6.5,3,0,7,13,O,0,1,2,4,1169420031101011,825,8,7,1,0,1,1,,3,4,9,25,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101010,1,,,8,1,,,20040317,8,8,1,8,,,8835020102,,1,,8,1252,1226.8525988,20036498711we,,0,1169420031101010,01108,03/03/2025
,STRIPED BASS,20036498711we,11694200311017825,,C,5,6.5,3,0,7,13,O,0,0,2,4,1169420031101012,825,8,7,0,0,1,1,,3,4,9,25,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101010,,,,8,1,,,20040317,8,8,1,8,,,8835020102,,1,,8,1254,1226.8525988,20036498711we,,0,1169420031101010,01104,03/03/2025
,TAUTOG,20036498711we,11694200311017825,0,C,5,4,1,3,7,3,Y,2,12,1,3,1169420031101013,825,8,7,1,4,0,0,,3,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101013,1,4,0,8,1,,HARTFORD,20040317,8,2,1,8,,,8839010101,,1,,2,1300,1137.933819,20036498711we,,0,1169420031101013,06096,03/03/2025
,TAUTOG,20036498711we,11694200311017825,0,C,5,4,3,0,7,3,Y,2,12,2,3,1169420031101014,825,8,7,1,0,1,1,,3,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101013,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8839010101,,1,,8,1302,1137.933819,20036498711we,,0,1169420031101013,06096,03/03/2025
,TAUTOG,20036498711we,11694200311017825,0,C,5,4,3,0,7,3,Y,2,12,2,3,1169420031101015,825,8,7,1,0,1,1,,3,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101013,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8839010101,,1,,8,1304,1137.933819,20036498711we,,0,1169420031101013,06096,03/03/2025
,TAUTOG,20036498711we,11694200311017825,,C,5,2,2,1,7,7,Y,10,40,1,1,1169420031101016,825,8,7,0,0,0,0,,2,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101016,,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8839010101,,1,,8,1330,1137.933819,20036498711we,,0,1169420031101016,06441,03/03/2025
,TAUTOG,20036498711we,11694200311017825,,C,5,2,2,1,7,7,Y,10,40,2,1,1169420031101017,825,8,7,0,0,0,1,,2,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101016,,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8839010101,,1,,8,1332,1137.933819,20036498711we,,0,1169420031101017,06447,03/03/2025
BLUEFISH,STRIPED BASS,20036498711we,11694200311017825,,C,5,2,2,1,7,7,Y,10,80,1,1,1169420031101018,825,8,7,0,0,0,0,,2,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101018,,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1340,1137.933819,20036498711we,,0,1169420031101018,06412,03/03/2025
BLUEFISH,STRIPED BASS,20036498711we,11694200311017825,,C,5,2,2,1,7,7,Y,1,1,2,1,1169420031101019,825,8,7,0,0,0,1,,2,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101018,,,,8,2,,MIDDLESEX,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1342,1137.933819,20036498711we,,0,1169420031101019,06442,03/03/2025
STRIPED BASS,BLUEFISH,20036498711we,11694200311017825,0,C,5,7,2,1,7,3,Y,4,7,1,6,1169420031101020,825,8,7,3,0,0,0,,2,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101020,1,,,8,2,,HARTFORD,20040317,8,8,1,8,,,8835250101,8835020102,1,,8,1354,1137.933819,20036498711we,,0,1169420031101020,06108,03/03/2025
STRIPED BASS,BLUEFISH,20036498711we,11694200311017825,0,C,5,7.5,2,1,7,3,Y,4,7,2,6,1169420031101021,825,8,7,3,0,0,1,,2,4,9,9,4,1,6,2003,3,0,1169420031101,11,we,,1169420031101020,1,,,8,2,,HARTFORD,20040317,8,8,1,8,,,8835250101,8835020102,1,,8,1356,1137.933819,20036498711we,,0,1169420031101021,06040,03/03/2025
,TAUTOG,20036498711wd,11694200311077825,0,C,5,4.5,1,2,7,7,Y,0,5,1,4,1169420031107003,825,8,7,0,5,0,0,,2,4,9,9,4,1,6,2003,3,0,1169420031107,11,wd,,1169420031107003,1,5,0,8,1,,MIDDLESEX,20040317,8,2,1,8,,,8839010101,,1,,2,1205,1312.9832046,20036498711wd,,0,1169420031107003,06480,03/03/2025
,TAUTOG,20036498711wd,11694200311077825,,C,5,4.5,3,0,7,7,Y,0,5,2,4,1169420031107004,825,8,7,0,0,1,1,,2,4,9,9,4,1,6,2003,3,0,1169420031107,11,wd,,1169420031107003,,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8839010101,,1,,8,1207,1312.9832046,20036498711wd,,0,1169420031107003,06480,03/03/2025
BLUEFISH,STRIPED BASS,20036498711wd,11694200311077825,,C,5,3,2,1,7,9,Y,15,50,8,2,1169420031107005,825,8,7,0,0,0,0,,1,4,9,9,4,1,6,2003,3,0,1169420031107,11,wd,,1169420031107005,,,,8,1,,NEW HAVEN,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1300,1312.9832046,20036498711wd,,0,1169420031107005,06492,03/03/2025
WINTER FLOUNDER,TAUTOG,20036498711we,116942003110911645,0,C,5,6,2,1,11,7,Y,6,24,8,1.5,1169420031109001,645,8,7,1,0,0,0,,1,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109001,1,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8839010101,8857042001,1,,8,1035,1137.933819,20036498711we,,0,1169420031109001,06457,03/03/2025
STRIPED BASS,LITTLE TUNNY,20036498711we,116942003110911645,,C,5,4,2,1,11,11,Y,20,40,8,3,1169420031109002,645,8,7,0,0,0,0,,1,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109002,,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8850030102,8835020102,1,,8,1042,1137.933819,20036498711we,,0,1169420031109002,06371,03/03/2025
,TAUTOG,20036498711we,116942003110911645,0,C,5,3.5,1,3,11,3,Y,6,20,1,3,1169420031109003,645,8,7,1,6,0,0,,3,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109003,1,7,0,8,1,,HARTFORD,20040317,8,2,1,8,,,8839010101,,1,,2,1138,1137.933819,20036498711we,,0,1169420031109003,06114,03/03/2025
,TAUTOG,20036498711we,116942003110911645,0,C,5,3.5,3,0,11,3,Y,0,0,2,3,1169420031109004,645,8,7,1,0,1,1,,3,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109003,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8839010101,,1,,8,1140,1137.933819,20036498711we,,0,1169420031109003,06114,03/03/2025
,TAUTOG,20036498711we,116942003110911645,0,C,5,3.5,3,0,11,7,Y,3,12,2,3,1169420031109005,645,8,7,1,0,1,1,,3,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109003,1,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8839010101,,1,,8,1142,1137.933819,20036498711we,,0,1169420031109003,06415,03/03/2025
,TAUTOG,20036498711we,116942003110911645,0,C,5,6,1,1,11,3,Y,2,6,8,5,1169420031109006,645,8,7,2,2,0,0,,1,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109006,1,,,8,1,,HARTFORD,20040317,8,1,1,8,,,8839010101,,1,,8,1149,1137.933819,20036498711we,,0,1169420031109006,06026,03/03/2025
,TAUTOG,20036498711we,116942003110911645,0,C,5,4.5,1,2,11,3,Y,15,35,1,3,1169420031109007,645,8,7,1,4,0,0,,2,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109007,1,4,0,8,1,,HARTFORD,20040317,8,2,1,8,,,8839010101,,1,,2,1159,1137.933819,20036498711we,,0,1169420031109007,06010,03/03/2025
,TAUTOG,20036498711we,116942003110911645,0,C,5,4.5,3,0,11,3,Y,15,35,2,3,1169420031109008,645,8,7,1,0,1,1,,2,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109007,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8839010101,,1,,8,1212,1137.933819,20036498711we,,0,1169420031109007,06010,03/03/2025
,TAUTOG,20036498711we,116942003110911645,0,C,5,5,1,2,11,3,Y,8,12,1,4,1169420031109009,645,8,7,1,8,0,0,,2,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109009,1,8,0,8,1,,HARTFORD,20040317,8,2,1,8,,,8839010101,,1,,2,1222,1137.933819,20036498711we,,0,1169420031109009,06001,03/03/2025
,TAUTOG,20036498711we,116942003110911645,0,C,5,5,3,0,11,3,Y,2,2,2,4,1169420031109010,645,8,7,2,0,1,1,,2,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109009,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8839010101,,1,,8,1225,1137.933819,20036498711we,,0,1169420031109009,06032,03/03/2025
STRIPED BASS,TAUTOG,20036498711we,116942003110911645,0,C,5,6,2,1,11,9,Y,3,4,1,5,1169420031109011,645,8,7,3,0,0,0,,3,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109011,1,0,4,8,1,,NEW HAVEN,20040317,8,8,1,8,,,8839010101,8835020102,1,,8,1245,1137.933819,20036498711we,,0,1169420031109011,06460,03/03/2025
STRIPED BASS,TAUTOG,20036498711we,116942003110911645,0,C,5,6,2,1,11,9,Y,4,4,2,5,1169420031109012,645,8,7,3,0,0,1,,3,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109011,1,0,4,8,2,,NEW HAVEN,20040317,8,8,1,8,,,8839010101,8835020102,1,,8,1247,1137.933819,20036498711we,,0,1169420031109012,06460,03/03/2025
STRIPED BASS,TAUTOG,20036498711we,116942003110911645,0,C,5,6,2,1,11,9,Y,30,175,2,5,1169420031109013,645,8,7,3,0,0,1,,3,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109011,1,0,1,8,2,,NEW HAVEN,20040317,8,8,1,8,,,8839010101,8835020102,1,,8,1250,1137.933819,20036498711we,,0,1169420031109013,06460,03/03/2025
,TAUTOG,20036498711we,116942003110911645,0,C,5,5,1,2,11,11,Y,8,30,1,4.5,1169420031109014,645,8,7,0,4,0,0,,2,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109014,1,8,0,8,2,,NEW LONDON,20040317,8,2,1,8,,,8839010101,,1,,2,1311,1137.933819,20036498711we,,0,1169420031109014,06385,03/03/2025
,TAUTOG,20036498711we,116942003110911645,,C,5,5.5,3,0,11,11,Y,8,30,2,4.5,1169420031109015,645,8,7,0,0,1,1,,2,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109014,,,,8,2,,NEW LONDON,20040317,8,8,1,8,,,8839010101,,1,,8,1315,1137.933819,20036498711we,,0,1169420031109014,06385,03/03/2025
STRIPED BASS,TAUTOG,20036498711we,116942003110911645,0,C,5,6,1,1,11,7,Y,8,35,1,5,1169420031109016,645,8,7,3,1,0,0,,4,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109016,1,1,0,8,1,,MIDDLESEX,20040317,8,1,1,8,,,8839010101,8835020102,1,,8,1330,1137.933819,20036498711we,,0,1169420031109016,06480,03/03/2025
STRIPED BASS,TAUTOG,20036498711we,116942003110911645,0,C,5,6,1,1,11,3,Y,5,10,2,5,1169420031109017,645,8,7,2,1,0,1,,4,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109016,1,1,0,8,2,,HARTFORD,20040317,8,1,1,8,,,8839010101,8835020102,1,,8,1334,1137.933819,20036498711we,,0,1169420031109017,06066,03/03/2025
STRIPED BASS,TAUTOG,20036498711we,116942003110911645,0,C,5,6,2,1,11,3,Y,0,2,2,5,1169420031109018,645,8,7,3,0,0,1,,4,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109016,1,0,4,8,2,,HARTFORD,20040317,8,8,1,8,,,8839010101,8835020102,1,,8,1335,1137.933819,20036498711we,,0,1169420031109018,06053,03/03/2025
STRIPED BASS,TAUTOG,20036498711we,116942003110911645,0,C,5,6,2,1,11,3,Y,4,8,2,5,1169420031109019,645,8,7,3,0,0,1,,4,4,9,9,4,1,6,2003,3,0,1169420031109,11,we,,1169420031109016,1,0,4,8,2,,HARTFORD,20040317,8,8,1,8,,,8839010101,8835020102,1,,8,1336,1137.933819,20036498711we,,0,1169420031109019,06053,03/03/2025
,TAUTOG,20036498711we,1169520031101113010,0,C,5,1.5,2,1,11,11,Y,45,180,1,1,1169520031101001,3010,8,7,2,0,0,0,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101001,1,0,4,8,1,,NEW LONDON,20040317,8,8,1,8,,,8839010101,,1,,8,1125,2211.2042489,20036498711we,,0,1169520031101001,06385,03/03/2025
,TAUTOG,20036498711we,1169520031101113010,0,C,5,3,1,3,11,11,Y,32,150,1,2,1169520031101002,3010,8,7,2,12,0,0,,3,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101002,1,,,8,1,,NEW LONDON,20040317,8,2,1,8,,,8839010101,,1,,2,1141,2211.2042489,20036498711we,,0,1169520031101002,06370,03/03/2025
,TAUTOG,20036498711we,1169520031101113010,0,C,5,3,3,0,11,11,Y,15,40,2,2,1169520031101003,3010,8,7,2,0,1,1,,3,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101002,1,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8839010101,,1,,8,1142,2211.2042489,20036498711we,,0,1169520031101002,06370,03/03/2025
,TAUTOG,20036498711we,1169520031101113010,0,C,5,3,3,0,11,11,Y,20,60,2,2,1169520031101004,3010,8,7,2,0,1,1,,3,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101002,1,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8839010101,,1,,8,1143,2211.2042489,20036498711we,,0,1169520031101002,06382,03/03/2025
,TAUTOG,20036498711we,1169520031101113010,0,C,5,2,2,1,11,11,Y,40,200,8,1.5,1169520031101005,3010,8,7,2,0,0,0,,1,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101005,1,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8839010101,,1,,8,1210,2211.2042489,20036498711we,,0,1169520031101005,06333,03/03/2025
TAUTOG,STRIPED BASS,20036498711we,1169520031101113010,0,C,5,6,1,4,11,11,Y,20,40,1,5,1169520031101006,3010,8,7,2,7,0,0,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101006,1,5,0,8,1,,NEW LONDON,20040317,8,2,1,8,,,8835020102,8839010101,1,,2,1255,2211.2042489,20036498711we,,0,1169520031101006,06357,03/03/2025
TAUTOG,STRIPED BASS,20036498711we,1169520031101113010,0,C,5,6,3,0,11,11,Y,1,6,2,5,1169520031101007,3010,8,7,4,0,1,1,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101006,1,0,2,8,1,,NEW LONDON,20040317,8,8,1,8,,,8835020102,8839010101,1,,8,1256,2211.2042489,20036498711we,,0,1169520031101006,06357,03/03/2025
TAUTOG,STRIPED BASS,20036498711we,1169520031101113010,0,C,5,6,3,0,11,11,Y,4,12,2,5,1169520031101008,3010,8,7,4,0,1,1,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101006,1,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8835020102,8839010101,1,,8,1257,2211.2042489,20036498711we,,0,1169520031101006,06357,03/03/2025
TAUTOG,STRIPED BASS,20036498711we,1169520031101113010,0,C,5,6,3,0,11,11,Y,20,40,2,5,1169520031101009,3010,8,7,4,0,1,1,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101006,1,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8835020102,8839010101,1,,8,1258,2211.2042489,20036498711we,,0,1169520031101006,06357,03/03/2025
,,20036498711we,116952003110111645,0,C,5,5,2,1,11,15,O,1,2,1,3.5,1169520031101010,645,8,7,1,0,0,0,,2,4,9,25,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101010,1,,,8,1,,,20040317,8,8,1,8,,,,,1,,8,1500,1226.8525988,20036498711we,,0,1169520031101010,01002,03/03/2025
,,20036498711we,116952003110111645,0,C,5,5,2,1,11,15,O,1,2,2,3.5,1169520031101011,645,8,7,1,0,0,1,,2,4,9,25,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101010,1,,,8,1,,,20040317,8,8,1,8,,,,,1,,8,1501,1226.8525988,20036498711we,,0,1169520031101011,01002,03/03/2025
STRIPED BASS,BLUEFISH,20036498711we,116952003110111645,0,C,5,4.5,2,1,11,27,O,3,8,8,3,1169520031101012,645,8,7,1,0,0,0,,1,4,9,25,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101012,1,0,1,8,1,,,20040317,8,8,1,8,,,8835250101,8835020102,1,,8,1506,1226.8525988,20036498711we,,0,1169520031101012,01520,03/03/2025
,STRIPED BASS,20036498711we,116952003110111645,0,C,5,4,2,1,11,3,Y,7,35,1,3,1169520031101013,645,8,7,1,0,0,0,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101013,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8835020102,,1,,8,1509,1137.933819,20036498711we,,0,1169520031101013,06019,03/03/2025
,STRIPED BASS,20036498711we,116952003110111645,,C,5,4,2,1,11,3,Y,7,35,2,3,1169520031101014,645,8,7,0,0,0,1,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101013,,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8835020102,,1,,8,1510,1137.933819,20036498711we,,0,1169520031101014,06019,03/03/2025
,TAUTOG,20036498711we,116952003110111645,0,C,5,7,2,1,11,13,O,2,3,1,4,1169520031101015,645,8,7,5,0,0,0,,2,4,9,25,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101015,1,,,8,2,,,20040317,8,8,1,8,,,8839010101,,1,,8,1530,1226.8525988,20036498711we,,0,1169520031101015,01085,03/03/2025
,TAUTOG,20036498711we,116952003110111645,0,C,5,7,2,1,11,13,O,0,1,2,4,1169520031101016,645,8,7,4,0,0,1,,2,4,9,25,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101015,1,,,8,2,,,20040317,8,8,1,8,,,8839010101,,1,,8,1531,1226.8525988,20036498711we,,0,1169520031101016,01081,03/03/2025
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,,C,5,2,2,1,11,11,Y,0,20,1,1.5,1169520031101017,645,8,7,0,0,0,0,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101017,,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1535,1137.933819,20036498711we,,0,1169520031101017,06383,03/03/2025
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,,C,5,2,2,1,11,11,Y,2,45,2,1.5,1169520031101018,645,8,7,0,0,0,1,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101017,,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1536,1137.933819,20036498711we,,0,1169520031101018,06385,03/03/2025
,TAUTOG,20036498711we,116952003110111645,0,C,5,5.5,1,2,11,13,Y,5,20,1,5,1169520031101019,645,8,7,3,2,0,0,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101019,1,,,8,1,,TOLLAND,20040317,8,2,1,8,,,8839010101,,1,,2,1540,1137.933819,20036498711we,,0,1169520031101019,06029,03/03/2025
,TAUTOG,20036498711we,116952003110111645,0,C,5,5.5,3,0,11,3,Y,0,0,2,5,1169520031101020,645,8,7,3,0,1,1,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101019,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8839010101,,1,,8,1541,1137.933819,20036498711we,,0,1169520031101019,06047,03/03/2025
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,0,C,5,9,1,1,11,3,Y,15,30,1,5,1169520031101021,645,8,7,3,1,0,0,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101021,1,1,0,8,1,,HARTFORD,20040317,8,1,1,8,,,8835020102,8835250101,1,,8,1550,1137.933819,20036498711we,,0,1169520031101021,06010,03/03/2025
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,0,C,5,9,1,1,11,3,Y,2,5,2,5,1169520031101022,645,8,7,3,1,0,1,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101021,1,1,0,8,1,,HARTFORD,20040317,8,1,1,8,,,8835020102,8835250101,1,,8,1551,1137.933819,20036498711we,,0,1169520031101022,06010,03/03/2025
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,0,C,5,5.5,1,1,11,15,Y,10,12,1,4,1169520031101023,645,8,7,0,1,0,0,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101023,1,1,0,8,1,,WINDHAM,20040317,8,1,1,8,,,8835020102,8835250101,1,,8,1555,1137.933819,20036498711we,,0,1169520031101023,06241,03/03/2025
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,0,C,5,5.5,1,1,11,15,Y,0,6,2,4,1169520031101024,645,8,7,0,1,0,1,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101023,1,1,0,8,1,,WINDHAM,20040317,8,1,1,8,,,8835020102,8835250101,1,,8,1556,1137.933819,20036498711we,,0,1169520031101024,06241,03/03/2025
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,,C,5,5.5,2,1,11,15,Y,1,1,2,4,1169520031101025,645,8,7,0,0,0,1,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101023,,,,8,1,,WINDHAM,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1557,1137.933819,20036498711we,,0,1169520031101025,06241,03/03/2025
BLUEFISH,STRIPED BASS,20036498711we,116952003110111645,,C,5,5.5,2,1,11,15,Y,0,1,2,4,1169520031101026,645,8,7,0,0,0,1,,4,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101023,,,,8,1,,WINDHAM,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1558,1137.933819,20036498711we,,0,1169520031101026,06241,03/03/2025
,TAUTOG,20036498711we,116952003110111645,0,C,5,9,1,2,11,3,Y,12,20,1,7.5,1169520031101027,645,8,7,2,4,0,0,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101027,1,,,8,1,,HARTFORD,20040317,8,2,1,8,,,8839010101,,1,,2,1605,1137.933819,20036498711we,,0,1169520031101027,06053,03/03/2025
,TAUTOG,20036498711we,116952003110111645,0,C,5,9,3,0,11,3,Y,12,20,2,7.5,1169520031101028,645,8,7,1,0,1,1,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101027,1,,,8,1,,HARTFORD,20040317,8,8,1,8,,,8839010101,,1,,8,1606,1137.933819,20036498711we,,0,1169520031101027,06053,03/03/2025
,STRIPED BASS,20036498711we,116952003110111645,,C,5,1.5,2,1,11,7,Y,0,4,1,0.5,1169520031101029,645,8,7,0,0,0,0,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101029,,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8835020102,,1,,8,1610,1137.933819,20036498711we,,0,1169520031101029,06424,03/03/2025
,STRIPED BASS,20036498711we,116952003110111645,,C,5,1.5,2,1,11,7,Y,0,4,2,0.5,1169520031101030,645,8,7,0,0,0,1,,2,4,9,9,4,1,6,2003,5,0,1169520031101,11,we,,1169520031101029,,,,8,1,,MIDDLESEX,20040317,8,8,1,8,,,8835020102,,1,,8,1611,1137.933819,20036498711we,,0,1169520031101030,06424,03/03/2025
STRIPED BASS,HICKORY SHAD,20036498711we,116952003110211645,,C,5,4,2,1,11,9,Y,30,150,1,2.5,1169520031102001,645,8,7,0,0,0,0,,2,4,9,9,4,1,6,2003,3,0,1169520031102,11,we,,1169520031102001,,,,8,1,,NEW HAVEN,20040317,8,8,1,8,,,8747010103,8835020102,1,,8,1235,1137.933819,20036498711we,,0,1169520031102001,06213,03/03/2025
STRIPED BASS,HICKORY SHAD,20036498711we,116952003110211645,,C,5,4,2,1,11,5,Y,15,100,2,2.5,1169520031102002,645,8,7,0,0,0,1,,2,4,9,9,4,1,6,2003,3,0,1169520031102,11,we,,1169520031102001,,,,8,1,,LITCHFIELD,20040317,8,8,1,8,,,8747010103,8835020102,1,,8,1236,1137.933819,20036498711we,,0,1169520031102002,06710,03/03/2025
,TAUTOG,20036498711we,116952003110211645,0,C,5,4.5,2,1,11,13,Y,1,6,1,4,1169520031102003,645,8,7,1,0,0,0,,2,4,9,9,4,1,6,2003,3,0,1169520031102,11,we,,1169520031102003,1,0,2,8,1,,TOLLAND,20040317,8,8,1,8,,,8839010101,,1,,8,1241,1137.933819,20036498711we,,0,1169520031102003,06071,03/03/2025
,TAUTOG,20036498711we,116952003110211645,0,C,5,4.5,2,1,11,13,Y,1,6,2,4,1169520031102004,645,8,7,1,0,0,1,,2,4,9,9,4,1,6,2003,3,0,1169520031102,11,we,,1169520031102003,1,,,8,2,,TOLLAND,20040317,8,8,1,8,,,8839010101,,1,,8,1242,1137.933819,20036498711we,,0,1169520031102004,06071,03/03/2025
BLUEFISH,STRIPED BASS,20036498711we,116952003110211645,0,C,5,6.5,2,1,11,11,Y,20,50,8,6,1169520031102005,645,8,7,1,0,0,0,,1,4,9,9,4,1,6,2003,3,0,1169520031102,11,we,,1169520031102005,1,,,8,1,,NEW LONDON,20040317,8,8,1,8,,,8835020102,8835250101,1,,8,1247,1137.933819,20036498711we,,0,1169520031102005,06415,03/03/2025
